,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
日付,評価,名前,プロフィールURL,年代・性別,使い道,使う人,購入した回数,レビューのタイトル,レビューの本文
2020-06-21,4,"ゲストさん"" ","
","
",実用品・普段使い,自分用,リピート,"
",抜け毛が気になり購入しました。使用者の人の分け目が気にならなくなったというのを参考にしました。他のスカルプの商品より購入しやすい価格だったので決めました。使用感も香りもよくて気にいっています。抜け毛も前よりは減ってきたと思います。トリートメント時に頭皮に擦り込めるのでマッサージも一緒にできて一石二鳥です。なるべくロングヘアを維持していきたいので、しばらく愛用します。
2020-06-20,5,"""すー8488さん"" ",https://review.rakuten.co.jp/my/NDc0Mzk3MjMxZDgxMmIxZA__/1.0.0.1/,30代 女性,実用品・普段使い,自分用,リピート,"
","リピートしています。　

頭皮の臭いや痒みが気になっていましたが、こちらの商品のおかげで緩和されました。ノンシリコンなのに軋まず、乾いた後もツルツルです。"
2020-06-20,5,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,"
",配送がとても早く、次の日にはもう届きました！泡立ちも良く匂いも気に入っています。続けて使ってみたいと思いました！
2020-06-20,4,"ゲストさん"" ","
","
","
","
","
","
",ネット購入なので香りが不安でしたが、大丈夫でした。さわやかな花みたいな香りです
2020-06-19,5,"ゲストさん"" ","
","
","
","
","
","
","好きな匂いでいつもお風呂で　

癒されます〜"
2020-06-19,4,"ゲストさん"" ","
","
","
","
","
","
",使うようになって頭皮のベタつきが気にならないのと、髪質もごわごわしていたのが落ち着いてなめらかになりました。値段がもう少し安いと嬉しいですが気に入っているのでリピートします。
2020-06-17,5,"""nekouraさん"" ",https://review.rakuten.co.jp/my/YTQ3NjQ3MjdlMDE4/1.0.0.1/,40代 女性,実用品・普段使い,自分用,リピート,気持ちいいです。,香りもいいし、洗い心地も良いです、リピート購入しました。
2020-06-15,4,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,"
",頭皮の乾燥が気にならなくて嬉しいです！値段が高めなのでもう少し安いと嬉しいです。
2020-06-15,5,"""ミンジ331さん"" ",https://review.rakuten.co.jp/my/NmEwMjY0OGUyYWE3YTI_/1.0.0.1/,50代 女性,実用品・普段使い,自分用,はじめて,"
","年々、頭皮の皮脂と匂いが気になり購入しました。　

事情があり2日間も髪が洗えなかったんですが、全然匂いが無くなり、皮脂でベトベトすることも無かったです。　

驚き！です。　

リピートします。"
2020-06-14,4,"""ユミルクさん"" ",https://review.rakuten.co.jp/my/NThiYzk1YzIxNDU2/1.0.0.1/,30代 女性,実用品・普段使い,自分用,はじめて,本当に臭わない！,"まだ30代前半で、毎日シャンプーしても翌日の朝には頭皮の臭いが気になっていました。夕方にふと臭う頭皮の臭いがコンプレックスで、こちらにたどり着きました。　

使用してびっくり。翌日の朝も夕方も、全く臭わなくなりました。本当に嬉しいです。　

ただ、髪がパサつくようになったので、次はシャンプーだけ使用してトリートメントは今までのものを使用したいと思ってます。でも頭皮の臭いがなくなるならパサつきなんて、かわいいもんです！(*^^*)"
2020-06-14,4,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,"
","まだ使用して間もないのですが、いい感じです。抜け毛が減った気がしますが...　

今までは、化粧品会社の商品を使用していましたが、　

髪に良い気がします。使い続けていこうと思います。"
2020-06-12,5,"""rona２０２０さん"" ",https://review.rakuten.co.jp/my/NzA2OTkwNTc1ZTkzYTkxZg__/1.0.0.1/,"</span>
                            <span>購入者","
","
","
","
","香りもいいし、髪と頭皮に優しい感じがします。　

またリピしたいと思いました。"
2020-06-12,1,"""ナガちゃん6590さん"" ",https://review.rakuten.co.jp/my/MDU3MGNiN2Y2ODUz/1.0.0.1/,40代 女性,"
","
","
",顔に痒みが出ました。,"使ったその日から、顔がものすごく痒みが出ました。市販のシャンプーでもここまで痒みが出た事がなかったのに。　

髪の毛もパサつくし、匂いも少々きつく、匂いに敏感な人には合わないかも。　

レビューが良かっただけに、ショックです。"
2020-06-11,4,"ゲストさん"" ","
","
","
","
","
","
",数回リピートしてます(^^) 香りが好き。
2020-06-09,4,"""719tomoさん"" ",https://review.rakuten.co.jp/my/ZjM1ZTIzYTQ0Y2I1NGQ_/1.0.0.1/,40代 女性,実用品・普段使い,自分用,はじめて,"
",年齢的にハリやコシがなくなってきたように感じ、頭皮の匂いも気になってきたので使い初めてみました。香りは嫌な感じはしなかったですが、若干きしむ感じがしたので、トリートメントオイルで調整してます。何となく髪にボリュームが出たような気がするので、しばらく使ってみようと思います。
2020-06-09,4,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,"
","使いはじめてから、抜け毛が減ったように感じます。　

詰め替えがあればリピするかも。"
2020-06-09,5,"""ぽこぽこ30さん"" ",https://review.rakuten.co.jp/my/NjdlOGQ5MDMyNzYwOGUxNg__/1.0.0.1/,30代 女性,"
","
","
","
","1回使ってすぐに効果を実感しました。　

細い毛、猫っ毛、癖毛で6月は特にうねりなどに悩む時期ですが、、、、　

凄くさらさらしてます！髪に合ってるなあと実感しました。　

香りは最初プッシュしたとき、ちょっとクセがある香りかな？と思いましたが、乾かしたあとは特に気にならなかったです。　

しばらく使って、さらによければリピートしようと思います。"
2020-06-08,5,"ゲストさん"" ","
","
","
","
","
","
",いつも使ってるシャンプーとリンスセットで購入しました！箱に丁寧に入れて送ったくださりありがとうございました！
2020-06-08,3,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,私には香りが強いかも・・・。,"シャンプーの泡はしっかりしていています。　

ダメージのない弱いくせ毛でショートヘア、トリートメントも使用しましたが 仕上がりはサラッとではなくボワッとした感じでくせが収まることはありませんでした。しっとりタイプだからかもしれません。　

シャンプーの香りは私にはかなりキツく感じます。　

オーガニックなのでさっぱりとした自然の香り（葉っぱの青い匂い）に近いほうがよかったです。　

特に合成香料などに敏感なので私にはキツく感じたかもしれないのですが 香りはもっとナチュラルがよかったです。　

地肌が育つと髪がよくなると聞いたのでまずはこのワンセットを使い切ってみたいと思います。　

（この香料に過敏になると気持ち悪くなって使えませんが・・・ならないこと願って・・・。）"
2020-06-07,5,"ゲストさん"" ","
","
","
","
","
","
",長く愛用していますが、ノンシリコンのキシキシ感もなく、抜け毛も減りボリュームも保たれているようです。また、リピートします。
2020-06-06,3,"""ひら6977さん"" ",https://review.rakuten.co.jp/my/NmI0ZDViOTNjNTBkYmMxOQ__/1.0.0.1/,40代 女性,"
","
","
","
",シャンプーもトリートメントも良かったんで2回目の購入をしましたが、トリートメントの容器が使いづらくて3回目の購入は諦めました。ポンプタイプには向かない固めなクリームです。底にだいぶ残っている状態なのに早い段階でポンプが使えなくなります。洗った感じはとても良いので気に入ってました。若干シャンプーの洗浄力が弱いのか、オイル等の整髪料を使った日はクレンジング機能の高めなシャンプーで1度洗って2度洗いしないとスッキリ洗えません。洗っている時より乾かした時に良さを実感出来る製品だと思います。洗髪途中の感想は気にしなくていいと思います。容器を改良して貰えるとまた購入の検討しようかなと思います。
2020-06-05,4,"""ぴょんちえさん"" ",https://review.rakuten.co.jp/my/MzMzMjIxMDM3MGI1NWI_/1.0.0.1/,50代 女性,実用品・普段使い,自分用,はじめて,"
","シャンプーの時の抜け毛が気になっていたので、購入しました。２週間くらい使って、　

そういえば抜け毛が気にならなくなったなぁ〜と感じました(^^)　

香りも柔らかで、良いです。"
2020-06-05,4,"ゲストさん"" ","
","
","
","
","
","
",スカルプDの商品を使用するのは初めてです。元々、地肌が弱く、合わない商品を使用すると、すぐにフケや痒みが出るので、とりあえずお値段の手頃なこちらの商品を購入しました。使用して２週間、全く症状は出ませんでした。抜け毛への効果は私には感じられませんでしたが、髪は柔らかくサラサラになりました。次は通常の商品も試してみたいと思います。
2020-06-04,4,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,"
","すぐに発送していただけました。　

ポイントアップと送料無料で良かったです。　

シャンプーは流した後に軋む感じはなく、しっとりした気がします。泡立ちはよくないかなと感じました。　

トリートメントはBOTANISTに似た香りでした。　

抜け毛が減ることを期待します。　

効果を感じたらリピートしたいです。"
2020-06-01,4,"""いなかのほうさん"" ",https://review.rakuten.co.jp/my/OGU5MTM5ZGU4ZDgxM2QxZg__/1.0.0.1/,30代 女性,実用品・普段使い,自分用,はじめて,"
","ここ1か月で抜け毛がどっと増えめちゃくちゃ焦りました。お高めのシャンプーを買うのに躊躇していたので、まずはこちらの商品を試してみることにしました。使用して1週間もすれば明らかに抜け毛の量が減りました！このまま抜け毛がおさまればな。と期待して使い続けてみます。　

トリートメントを流す時にキシキシ感があるのが個人的には気になったのですが、ドライヤー時には大丈夫でした。"
2020-06-01,5,"""はるかぜ9010さん"" ",https://review.rakuten.co.jp/my/OTQ0YjgwZmQ2MTNhNmI_/1.0.0.1/,50代 女性,実用品・普段使い,自分用,はじめて,"
",まだ使い始めですが抜け毛が違うような気がします！
2020-05-31,5,"""lovewan2さん"" ",https://review.rakuten.co.jp/my/ZDU1NjgzZmY4Nzc2/1.0.0.1/,30代 女性,実用品・普段使い,自分用,リピート,お気に入り,"注文して次の日の朝受け取れました。　

発送が早くてとても助かります。　

今まではグレーボトルの方を使っていましたが(3本使い切りました)金額的にこちらの方がお安いので使い比べてみようと思います注文しました。　

香りはグレーの方が好きですが、使用感はそんなに変わりません。　

シャンプーの泡立ちはこちらの方があまり泡立たない印象ですが、シャンプーを流した触り心地はこちらの方がツルツルして好きでした。　

どちらもとてもよい商品ですね！　

乾かした後はどちらもトップにボリュームが出てハリが出ます。　

使い切ってからどちらをリピするか考えたいと思います。"
2020-05-31,5,"""かず（kazu）さん"" ",https://review.rakuten.co.jp/my/ZTkyODUxYTMyYzNi/1.0.0.1/,40代 男性,実用品・普段使い,家族へ,リピート,商品も対応も素晴らしい,"いつもリピートしてます。　

商品も対応も素晴らしいです。　

今後もリピート継続です。"
2020-05-30,5,"""ミンク109さん"" ",https://review.rakuten.co.jp/my/NDg1ZWU3MzFkOTVlODQ_/1.0.0.1/,60代 男性,実用品・普段使い,女性（彼女、妻）へ,リピート,髪に優しいシャンプーです。,"香りも爽やかで 髪の張りも出てきました。　

とても気にいっています。"
2020-05-28,4,"ゲストさん"" ","
","
",実用品・普段使い,自分用,"
","
","臭いも指通りも好きです。　

動物実験していない所で購入を決めました。"
2020-05-27,5,"ゲストさん"" ","
","
","
","
","
","
","良きです！　

他のシャンプーだと夕方頭皮がベタつくのですが、このシャンプーはそこまで気にならないです。"
2020-05-27,4,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,概ね満足,"洗いあがりがさっぱりで、地肌の汚れがしっかり落ちているんだなと実感できます。　

シャンプーに関しては満足です。　

トリートメントに関しては、少しパサつく感じがしましたが、私の髪質のせいもあるかもしれません。　

香りは良いです。"
2020-05-26,5,"ゲストさん"" ","
","
","
","
","
","
",はじめはスカルプDボーテのボリュームタイプを使っておりますが、試しにこちらも購入してみました。スカルプDボーテは使うたびに頭皮環境が改善されるのを実感しておりまして、オーガニックのこちらにも期待大です。
2020-05-26,4,"ゲストさん"" ","
","
","
","
","
","
",市販のシャンプーだと頭皮が荒れるので購入しました。香りも良いですし頭皮の痒み匂いも気になりません。
2020-05-21,5,"""ふうかポンさん"" ",https://review.rakuten.co.jp/my/ZmNmOWM1Mjk2MzI0MjkxZg__/1.0.0.1/,50代 女性,"
","
","
","
",シャンプーをしている時に髪の毛のきしみが無く、指滑りよく洗えます。トリートメント後には、頭皮までスッキリした洗い上がりです。頭皮の痒みも無く快適に過ごせます。
2020-05-21,5,"ゲストさん"" ","
","
","
","
","
","
",しっとりします。オーガニックだけどきしきししません。
2020-05-20,4,"""SRX0321さん"" ",https://review.rakuten.co.jp/my/ZjRlZmE2MjhhOWEw/1.0.0.1/,40代 男性,"
","
","
","
",想像よりは快適なスカルプケアセットです。継続利用したいと思ってます。
2020-05-19,4,"ゲストさん"" ","
","
",実用品・普段使い,自分用,"
",リピート,"抜け毛や髪の匂いが気になり1月頃から使っています。　

抜け毛が減り、髪も生えてきたので頭皮に良いと信じてリピートしました。トリートメントが頭皮に付けれるのが良いですね。ただ髪が乾燥するので、オイルトリートメントで補給しています。詰め替えあれば嬉しいなー！と思います。"
2020-05-17,5,"ゲストさん"" ","
","
","
","
","
","
",泡立ち良いです。自分が使ってよかったのて母の日にも母に贈りました。
2020-05-16,5,"""杏梨0801さん"" ",https://review.rakuten.co.jp/my/OWY4M2NjN2E1M2I2OTUxZg__/1.0.0.1/,40代 女性,"
","
","
",買ってよかった！,"頭皮がスッキリします。　

サルフェートフリーなのが良いです。　

リピしたいと思います。"
2020-05-15,5,"""momo20130707さん"" ",https://review.rakuten.co.jp/my/ODkyMTFkZGZmMzNlMzExZQ__/1.0.0.1/,40代 女性,"
","
","
","
","まだ届いていませんが、3度目のリピートです。＝大変気に入っております！　

頭皮と髪の悩みが改善されました。"
2020-05-14,4,"""ポム1113さん"" ",https://review.rakuten.co.jp/my/Mzc4OGQ0NGU1OWRjNTkxOA__/1.0.0.1/,20代 女性,実用品・普段使い,自分用,はじめて,リピート予定,"頭皮の臭いが気になって買いました！　

使用した日に、彼から 良い匂いする！と言われました(^^) 頭皮がスッキリするし髪もサラサラと褒めてもらえてますが、勤務などある日はベタつきなどはないですがやはり頭皮が少し臭います。"
2020-05-08,4,"""じーまとみーちゃんさん"" ",https://review.rakuten.co.jp/my/YjJkMTE0MWE0MjY5/1.0.0.1/,40代 女性,実用品・普段使い,自分用,はじめて,髪が元気になります,抜け毛が驚くほど減りましたし、髪も元気になったような気がするので、暫く使い続けようと思います。トリートメントは、私の場合は地肌につけると翌日頭皮がベタつくので、毛先につけるようにしています。
2020-05-08,4,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,満足です,もともとシルバー×ピンクのボトルのほうを使っていましたが、値段が高くて継続するのが厳しいのでこちらに移行。値段は半額だけど、特に劣化は感じられません。トリートメントはよくある市販品のようにツルツル＆ピカピカにはならないので物足りなさを感じる人もいるかもですが、そのほうが髪に負担がない感じでいいです。上位モデルにも言えることですが詰め替えを販売してほしい！
2020-05-03,5,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,"
","以前、ウィメンズの方から購入しました。　

送料が別だったので今回はこちらのショップで購入。一昨日注文して今日の午前中に届き迅速な対応有難うございます。　

ジャンプーは泡立ちも良くトリートメントで地肌をマッサージ。洗い流した後、少しきしむ感じですが乾かした後はサラサラです。　

またリピさせて貰います。"
2020-04-25,5,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,"
","香りも良くサラサラふわふわになります(^^)　

直毛でぺたんこな髪質なのでフワっとなるのが嬉しい☆洗い上がりもスッキリします。　

ずっと使いたいシャンプーです(^^)"
2020-04-21,3,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,"
","香りはとても気に入ってます♪　

シャンプーも泡立ちよく柔らかな感じで私に合っているようですが、トリートメントが合いませんでした。。。　

シャンプーで軽やかになった髪にトリートメントをすると途端に重くなりきしむような手触りが(汗)　

ドライヤーのときも重いままでパサパサに仕上がります(T ^ T)　

3回使いましたがやはりバッサバサになります。香りが好みでシャンプーもいい感じなので残念です(T_T)"
2020-04-15,5,"ゲストさん"" ","
","
","
","
","
","
","まだ使い始めて２日ですが、かゆみもおさまってきたかんじがしています。　

においが少しクセがありますが、乾かしたら気になりません。"
2020-04-13,5,"ゲストさん"" ","
","
","
","
","
","
",香りも良く泡も柔らかく使い心地は良かったです翌日もフンワリ髪になり気に入りました
2020-04-03,3,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,これから。。,"まだ使い始めたばかりですが、シャンプーの時の指通りは良い感じですが、トリートメントして良くすすいだ後がきしみます。なので、更に市販のアミノ酸系のトリートメントを毛先中心にすると、きしまずサラサラになりました。　

髪質にもよるのかと思います。でも地肌には良いのかと思いしばらくは使ってみようと思っています。"
2020-03-26,5,"""ＹＵＫＡ(〃∇〃) てれっ☆さん"" ",https://review.rakuten.co.jp/my/YmIyYTg5ZDg0YzQx/1.0.0.1/,40代 女性,実用品・普段使い,自分用,リピート,あってる,"香りすごく気に入ってます。　

使い心地もすごくいいです。　

抜け毛予防に使ってます。"
2020-03-25,5,"""のん2255さん"" ",https://review.rakuten.co.jp/my/MmQyMzU3MWM0YmQ3OTkxZA__/1.0.0.1/,50代 女性,"
","
","
","
","リピーターです。　

髪にコシが出ます。　

泡立ちが良いので１本で結構使えます。　

コスパ良いと思います。"
2020-03-18,5,"ゲストさん"" ","
","
","
",自分用,"
","
","髪も纏まりやすいし、香りも好きです。　

暫く使ってみるつもりです。"
2020-03-18,5,"""プーさん大好き(*^^*)さん"" ",https://review.rakuten.co.jp/my/NzMwZjc5MjA4NjM4NDcxNA__/1.0.0.1/,20代 女性,"
",自分用,はじめて,いいです♪,"強すぎない優しい香りで洗っている時も気持ちいいですし、直毛でボリューム少なめなのでふんわり仕上がるのがいいのですが、ドライヤーをかけてもふんわりさらさらになって、すごいいいです！　

ピンク色の方も使ってみたのですが、トリートメントがなんだか化学的なニオイがしたのと、値段がこっちのオーガニックの方が断然安いのでおすすめです！"
2020-03-16,5,"""マァすけさん"" ",https://review.rakuten.co.jp/my/ZGU4OWQxMTU1NDAwYmE_/1.0.0.1/,30代 女性,実用品・普段使い,自分用,リピート,気に入ってます,"香りがキツくないのでお気に入りのフレグランスヘアスプレーを使っています。　

以前使っていた物は匂いが混じってしまっていたので匂いプンプンでした(笑)　

地肌についても安心なので髪の根本からサラサラです♪"
2020-03-07,4,"""ちひろ9726さん"" ",https://review.rakuten.co.jp/my/ZjMyYjAyOThiYTljMmUxYQ__/1.0.0.1/,40代 女性,"
","
","
","
","抜け毛が気になってきたので購入してみました。　

まだ使い始めたばかりですが、髪を洗っているときは 少しキシキシする感じがします。でも髪を乾かした後、とてもしっとりサラサラとして いいです。 これで 抜け毛が減ってくれたら 使い続けたいと思います。期待を込めて 星 4つ です！！"
2020-03-01,4,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,気のせいかもしれないが、、,"ロングヘアかつ床は白、ラグもアイボリーやベージュなため抜け毛が落ちているとかなりきになります。　

最近どうも抜け毛がひどく、　

常に床に落ちた毛を拾ったり掃除機をかけているような気がしたため試しに購入してみました。　

たった2,3日使ってみたときですでにドライヤーをかけた後の落ちてる抜け毛が少ないような気がしました。もちろん気のせいとは思いますが、、でも特に悪いところもありません。　

また香りはオーガニックというだけあって優しい感じ。　

おそらくなくなったらまたリピートしそうです。"
2020-02-13,4,"""ふうこ30さん"" ",https://review.rakuten.co.jp/my/MzRmNjY0ZTQ4NDgxNzk_/1.0.0.1/,40代 女性,実用品・普段使い,自分用,リピート,香りも◎,スカルプケアのために購入しましたが、色持ちも良くなりました。香りも好きです&amp;#10049;
2020-02-07,5,"""marumi05さん"" ",https://review.rakuten.co.jp/my/OWIzNGZkNmMwYTNiOTExYw__/1.0.0.1/,30代 女性,"
","
","
","
",泡立ちも良くて、シャンプーの香りも好きです。アンファーの製品であり頭皮に優しい安心感と、実際に頭皮を見てもらったら脂汚れなどなく綺麗でますます手放せなくなりました！
2020-01-30,4,"""ちい★太さん"" ",https://review.rakuten.co.jp/my/YjUxZjE3Nzc2NDVjNWY_/1.0.0.1/,30代 女性,実用品・普段使い,自分用,はじめて,"
",シリコン、パラベンなどがフリーなオーガニックシャンプーを探してました。何ヶ月か使ってみて、頭皮や髪質など良くなった気がします。容量は多くはないからコスパ的には、、、でも使い続けようと思います。髪はカラーやパーマでバサバサだったけどしっとり艶々になってきたし、ずっと使ってたシャンプーで突然かゆみが出たのが、このシャンプーに変えて暫く使い続けてたら改善したので。香りも爽やかで尚良し。近々２度目の購入します。母と使って２ヶ月ちょいくらいはもつかな。
2020-01-05,4,"""マギ〜♪さん"" ",https://review.rakuten.co.jp/my/NzEwMDhjZDFmNjVhMzYxNg__/1.0.0.1/,20代 女性,実用品・普段使い,自分用,リピート,"
","頭にお湯を流すたびに、頭皮の匂いが気になっていましたが、シャンプーをこちらに変えてから気にならなくなりました！　

治療のために飲んでいた薬の影響で、カサカサになってしまっていた髪質も少しづつではありますが、しっとりと水分を含んだような髪質になって来ておりキューティクルもわかるようになってきました！少し高いですが、もう少し使い続けてみようと思います。"
2020-01-03,4,"""mio5398さん"" ",https://review.rakuten.co.jp/my/NzY5Y2Q3NDM4ZDIyNGIxMg__/1.0.0.1/,30代 女性,実用品・普段使い,自分用,はじめて,"
","オーガニック成分で安心して使用できます。　

香りが好みで、頭皮マッサージ中もとても癒されます。ドライヤーで乾かした後のまとまりかたや指通りもツルっとして満足しています。　

またリピしたいです。"
2019-12-29,4,"ゲストさん"" ","
","
","
","
","
","
","色々なスカルプシャンプーを試していますが、やっぱり落ち着くところはここでした！他のものは夕方になると頭皮の匂いが気になり出してしまうので…　

近所のドラッグストアで取り扱っていないところが増えてしまって残念です。性質上難しいのかもしれませんが、詰め替えタイプもあれば毎回ボトルを捨てることが無く助かるなと思います。"
2019-12-23,5,"""aaaaaaaaaaaaaaaaaaaaaaayuさん"" ",https://review.rakuten.co.jp/my/MWYwZjE0ODZhNjZkMmUxMA__/1.0.0.1/,30代 女性,実用品・普段使い,自分用,はじめて,"
",試供品で試して、本体を購入しました。私は朝シャン派ですが、時間が経つと頭皮のモワァとした匂いに悩まされてきました。高いシャンプーにしてもダメ、洗浄力が強くても弱くてもダメ、流行りのボタニカル系もベタベタになってしまい、合うシャンプーを本当に探していました。決めては口コミが良かったのと、試供品でサッパリ、しっとりしすぎずフワフワで良いかも？と思ったからです。香りもとても好きで、フケ症の旦那もこちらを使い出したらフケが出なくなったそうです。本当にオススメですよ。半日以上たつと、少し頭皮のモワリとした匂いがしてきましたが、今までのどのシャンプーよりもぜんぜん良いです。あとは毎日使ってみて、様子をみたいです。
2019-12-23,5,"ゲストさん"" ","
","
","
","
","
","
",他店で試供品いただいて使い心地が良かったので購入しました！私には合ってたみたいで良かったです！
2019-12-23,5,"ゲストさん"" ","
","
",実用品・普段使い,自分用,リピート,匂いが良い,妊娠、出産の後、ホルモンバランスが崩れ、髪の毛のことを思い購入。とても良い匂いで何度もリピートしています。これからも使い続けたいと考えています。
2019-12-21,5,"""chiro1210さん"" ",https://review.rakuten.co.jp/my/NjNjOWZjMmViMTZiYTc_/1.0.0.1/,30代 女性,"
","
","
","
","Twitterでオススメされてるのをみて購入しました。めっちゃよかったです。香りもいいし、髪が元気になる感じがしました。　

詰め替え用も出してほしいです！"
2019-12-09,5,"""のん2255さん"" ",https://review.rakuten.co.jp/my/MmQyMzU3MWM0YmQ3OTkxZA__/1.0.0.1/,40代 女性,"
","
","
","
","早い発送で　

ありがとうございます。　

試供品で試したら良かったので購入してみます。　

アレルギーがあるのでシャンプー選びが難しいのですが今のところ問題ありません。"
2019-12-05,5,"""momo83762335さん"" ",https://review.rakuten.co.jp/my/NWYwMmJhMDU1YjY2NDExMQ__/1.0.0.1/,40代 女性,"
","
","
","
",この商品、3回くらいリピ中です。頭の臭いが気にならなくなりました。髪のパサつきもなくなって、髪が元気になってきたようです。良い商品が購入できて嬉しいです。
2019-12-02,5,"""hanaco610さん"" ",https://review.rakuten.co.jp/my/OGMwODNhNGVlZDUwMzAxYg__/1.0.0.1/,30代 女性,実用品・普段使い,自分用,はじめて,泡立ち良く、香りも好みです,"ボタニストのスカルプとパンテーンの併用を一年以上行っていましたが、毛先のきしみがおさまらなかったので新しいシャンプーを探していました。　

スカルプタイプのシャンプーというと、毛先のケアよりも頭皮ケアに良い成分が多いですが、こちらのシャンプーは毛先もまるでトリートメントをした後のような指通りになります。　

シャンプーをしっかりとマッサージしていくうちに細かな泡がたち、香水の様な香りも漂うので非常に癒されています！　

トリートメント後の方が少しきしむのは量が足りないからでしょうか。ロングヘアなので、今はまだ適量を追求しているところです。ドライ後の紙のまとまりも良く、総合的に気に入っています。"
2019-11-28,2,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,リピートしにくい,"刺激もなく髪と頭皮に優しい洗い心地ですが、詰め替えがないのには驚きました。　

外観おしゃれな感じのしっかりしたボトルですが液体が最後まで出ないし、最後まで出るボトルを用意したとしても詰め替えが効かない・・・。　

良いシャンプーとトリートメントだとは思いますが、なぜでしょう？？？？"
2019-11-19,4,"""noni3283さん"" ",https://review.rakuten.co.jp/my/ZmJkN2ViYTYxODBmMzgxNA__/1.0.0.1/,30代 女性,実用品・普段使い,自分用,リピート,かゆみが消えました。,"以前から頭皮に痒みがありましたが、気にせず安価なシャンプーを使っていたところ…幼い姪に「頭くさいよ！」と指摘され傷心のままに検索、こちらのシャンプーを購入しました。　

少しでも臭いが薄くなればと淡い希望で使用しておりましたが効果は期待以上！3日ほどでほぼ臭いは消失、痒みもなくなりました。　

姪にもいいにおいと言われ大満足です。　

ただ個人的に、トリートメントのテクスチャがかためなのにポンプの作りが弱いように思います。それがなければ☆５でした。"
2019-11-14,5,"""購入者7884さん"" ",https://review.rakuten.co.jp/my/MzUzZTEwYjI5MzhiNjQ_/1.0.0.1/,40代 女性,"
","
","
","
","安く買えてよかったです。　

ボトルもついてきたので、旅行にも持って行けます"
2019-11-11,5,"""ちゃんチキンさん"" ",https://review.rakuten.co.jp/my/YWM3YWFkZTQ3YWMzMmUxNw__/1.0.0.1/,20代 女性,実用品・普段使い,自分用,はじめて,かってよかった,"どのシャンプーを買っても肌に合わなくて、頭皮臭も気になったり、、、本当に色々なシャンプーを片っ端からためしていました、　

ですがどれもすぐ痒くなったり、湿疹ができたりにおいが改善しませんでした。こちらを試してよかったです！　

痒くならない。コチラは香りが本当好みでした。　

朝起きても香りがほんのり残っていて頭皮臭も悩みでしたが、ほんと気にならなくなりました。　

試してみる価値あります。　

また、リピします"
2019-11-09,5,"""まいちゅわんさん"" ",https://review.rakuten.co.jp/my/ZjE3ZjQ0Yjg5MDc3ODc_/1.0.0.1/,50代 女性,実用品・普段使い,自分用,はじめて,"
",はじめて使ってみましたが、ロングヘアーでシャンプー(１ﾌﾟｯｼｭ)泡立ちも香りも良く、トリートメント(２ﾌﾟｯｼｭ)でいけました。仕上がりもサラサラになり、髪質にあっているのかなと感じました。香りが長続きすればもっといいと思います。
2019-10-26,5,"ゲストさん"" ","
","
","
","
","
","
",毎回、購入しています。自分には合っていると思いますが、送料がかからないと嬉しいですが。
2019-10-23,4,"""みいほ9563さん"" ",https://review.rakuten.co.jp/my/MTk4NGIwOTFiZmM2MmYxZA__/1.0.0.1/,40代 男性,実用品・普段使い,自分用,はじめて,シャンプーは良かった,髪の毛が薄くなってきて、色々探してこの商品を選びました。シャンプーは香りも良くしっとりするので気に入ってます。コンディショナーは少しきしむ気がします。まだ２ヶ月で効果はわかりませんが、１年ぐらいは使い続けてみようと思っています。
2019-10-20,5,"""YMひまわりさん"" ",https://review.rakuten.co.jp/my/MDk3YWIzZTFiNDEwMzIxYQ__/1.0.0.1/,40代 女性,実用品・普段使い,自分用,はじめて,"
",オーガニックはよいのすが、リピはないと思います。皮膚が弱いのですが、特に痒くなったりもありませんでした。
2019-10-16,4,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,いい匂い,"前から気になっており購入しました。　

泡立ちも良くて、しっかり洗えます。頭皮の匂いやかゆみが気になっていたのですが、こちらの商品を使ってからは頭皮の匂いが気にならなくなりました。　

ただお値段が少し高いですがリピートする予定です。"
2019-10-15,5,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,"
",洗い上がりふんわりでなかなか良いと感じました。少し使ってみて良かったらまたリピしたいと思います。
