,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
日付,評価,名前,プロフィールURL,年代・性別,使い道,使う人,購入した回数,レビューのタイトル,レビューの本文
2019-08-07,5,"ゲストさん"" ","
","
","
",自分用,"
",ここでしか買ってません。,"安いし早いしでここでしか買ってません。　

普通に買うと高いので凄く助かります。"
2019-07-31,5,"ゲストさん"" ","
","
","
","
","
",継続使用しています。,フケが出なくなりました。他に変えるとまたフケが出始めますので継続使用になると思います。
2019-07-29,5,"ゲストさん"" ","
","
","
","
","
","
",家族がこちらのシャンプーだと頭皮が健やかに保てるので定期的に購入したいと思います。
2019-07-27,5,"ゲストさん"" ","
","
",実用品・普段使い,家族へ,はじめて,"
",使い心地サッパリ。ずっとこれを使ってます。
2019-07-20,5,"""яайснi☆さん"" ",https://review.rakuten.co.jp/my/MzI0ZDFhNzk2YjBlMzkxMQ__/1.0.0.1/,30代 女性,実用品・普段使い,自分用,リピート,リピ購入☆,２回目の購入です！商品が良い、価格が安いのは勿論☆発送対応が迅速スムーズで翌日には届きました！安心して購入できるとても良いショップです♪
2019-07-13,5,"ゲストさん"" ","
","
",実用品・普段使い,自分用,"
",助かります！,"発送が早くて、対応も良かったです！　

また利用します！"
2019-07-10,5,"""ミツ1603さん"" ",https://review.rakuten.co.jp/my/OGIxNjM1OGM1M2Y1NGExNw__/1.0.0.1/,30代 女性,実用品・普段使い,自分用,リピート,"
",リピです。頭皮の調子も良くなって良かったです。
2019-07-09,5,"ゲストさん"" ","
","
",実用品・普段使い,自分用,リピート,皮膚科で勧められて リピート,"頭皮が荒れていて皮膚科に通っていたところ、皮膚科でこちらを勧められました。　

初めてはドラックストアで購入し、使用感はとてもよく頭皮のかゆみがとてもましになりました。　

ドラックストアで買うと1つ2000円くらいしたので、こちらで買うとお得だと思います。"
2019-07-07,5,"ゲストさん"" ","
","
",実用品・普段使い,自分用,リピート,何度もリピしています,"このシャンプーしか合わないので　

値段が安くて助かります。"
2019-06-29,5,"ゲストさん"" ","
","
","
","
","
","
",頭皮のかゆみがひどく色々試していましたが、全然良くならず、レビューが良かったこの商品を購入してみました。使いはじめて1週間もせずかゆみがおさまりました。
2019-06-22,4,"""bumpkeiさん"" ",https://review.rakuten.co.jp/my/N2E2MjVkZjZkMmY5MTMxMA__/1.0.0.1/,50代 女性,実用品・普段使い,子供へ,リピート,"
",脂漏性皮膚炎の息子用。効果はあります。これからも使い続けたいです。
2019-06-21,5,"""さくら75さん"" ",https://review.rakuten.co.jp/my/YWViMzZmMzg0MzFhNzc_/1.0.0.1/,40代 女性,"
","
","
","
","これにしてから、肌のトラブルが治まりました。　

続けることで荒れない事を願います。"
2019-06-21,5,"""amk_abitaさん"" ",https://review.rakuten.co.jp/my/ZTNjZWQ2M2Q3OTUz/1.0.0.1/,40代 女性,"
","
","
","
",何度もリピート購入です。ポスト投函で届くのはとても楽ちんです。
2019-06-20,4,"ゲストさん"" ","
","
",実用品・普段使い,家族へ,リピート,ドラッグストアより安い,"主人の皮膚が弱く、こちらのシャンプーならフケが出なくていつも使っています。　

なかなか高いシャンプーなので近くのドラッグストアのポイントデーに購入していたのですが、こちらで購入した方が安いことに気づいてからリピ購入しています。　

配送も早く、ポスト投函なのでとてもありがたいです。　

またなくなりそうになったらお世話になります。"
2019-06-20,5,"ゲストさん"" ","
","
","
","
","
","
",このシャンプーを使うと頭皮の痒みが治まります。お値段がとてもお安いのでお買い得です。
2019-06-19,4,"""qjq3さん"" ",https://review.rakuten.co.jp/my/NDgwODk3ZTE2NWJkNDcxOA__/1.0.0.1/,30代 女性,"
","
","
",これじゃないとフケが出てしまうんです。,このシャンプーじゃないと、服に白いフケがポロポロと。恥ずかしくて恥ずかしくて。ただお値段が高いので、いつもネットでまとめ買いして、少しでもお得に購入してます。それでも、切れてしまった時には、近所のドラッグストアで別のシャンプーを買いますが、やはりフケが…。結果、慌ててネットでまとめ買い。その繰り返しです。
2019-06-17,5,"ゲストさん"" ","
","
","
",自分用,"
",手放せない商品が安くてメール便対応！,"こちらのシャンプーをやめてしまうと頭皮が痒くなり、湿疹もひどくなるので手放せません。　

近くのドラッグストアでは値段が高く躊躇してしまいますが、こちらのショップ様は送料無料でこの価格。感謝でいっぱいです！"
2019-06-16,5,"""たらりんりんさん"" ",https://review.rakuten.co.jp/my/Y2ZjMjYxM2NhMDJm/1.0.0.1/,50代 女性,"
","
","
",安い,安く買えて満足です。これを使ってからかゆみが減り病院へ行くこともなくなったので使用してます。
2019-06-15,5,"""げなみさん"" ",https://review.rakuten.co.jp/my/MGM4ODg0M2IwMGQwYTk_/1.0.0.1/,30代 女性,"
",家族へ,"
","
",早く届いて助かりました。近所の薬局や皮膚科で買うよりも安いのも良かったです。
2019-06-14,5,"ゲストさん"" ","
","
",実用品・普段使い,家族へ,リピート,安い,"妹に頼まれて毎回こちらで購入してます。　

薬局などで買うと高いので。　

送料込みだし助かります。"
2019-06-04,5,"ゲストさん"" ","
","
","
","
","
",いつも買ってます,発送も早くポストに届くので助かってます。脂漏性皮膚炎防止に使っています。コラージュフルフルは店頭で買うと高いことが多いですが、通販は少しお安く買えてありがたいです。
2019-05-30,4,"""motoh2366さん"" ",https://review.rakuten.co.jp/my/YzY0NTZjMTZjNzZj/1.0.0.1/,70代以上 女性,実用品・普段使い,家族へ,リピート,これしかダメ,"皮膚科に通っているので先生指定です 他のに変えると元にもどるので高いけど仕方ないです　

もう少し安くしてほしいなあ"
2019-05-30,5,"""amk_abitaさん"" ",https://review.rakuten.co.jp/my/ZTNjZWQ2M2Q3OTUz/1.0.0.1/,40代 女性,"
","
","
","
",リピート購入です。季節によって家族の頭皮の状態が悪くなるので、店頭ではみかけないのでこちらで詰め替え用を買っています。ポスト投函されて便利です。
2019-05-29,5,"ゲストさん"" ","
","
",実用品・普段使い,自分用,リピート,"
",頭皮がすぐカサカサするので、今はこのシャンプーしか合いません。
2019-05-23,4,"""elbinさん"" ",https://review.rakuten.co.jp/my/MDU4NmI3NzU4MzFm/1.0.0.1/,60代 男性,"
","
","
","
",昔からリピートで使用していたが、少し香りが欲しいので、同等の成分の物に浮気したら頭皮がものすごく痒くなり結局この商品に戻ってしまいました。自分にはこれが一番相性がいいみたいです。
2019-05-22,5,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,フケがでなくなる,泡立ちもよくこれで洗髪するとフケがでなくなり愛用しています。
2019-05-20,5,"ゲストさん"" ","
","
","
","
","
","
",こちらでお安く手に入り感謝です。メール便もとても助かります。包装も問題なく、また利用させて頂きます。
2019-05-18,5,"""ぱんだぺんぎんさん"" ",https://review.rakuten.co.jp/my/OWM3MTM5NGY4NjM2Nzc_/1.0.0.1/,30代 女性,"
","
","
",リピート,頭皮の脂漏性湿疹がひどくなると購入しています。
2019-05-17,5,"""さぁ8810さん"" ",https://review.rakuten.co.jp/my/MmI3ZmI4MDE5MzE4M2UxMw__/1.0.0.1/,30代 女性,実用品・普段使い,家族へ,はじめて,安い！,母に頼まれて購入しました。父がこれじゃないと頭が痒くなるそうなので常にストックしてます。近所のドラッグストアにも売ってるけどとても高いと言ってたのでこちらでかなり安く買えてよかったです。またお願いします。
2019-05-15,5,"""H.R.S.Mさん"" ",https://review.rakuten.co.jp/my/ZTQxZGFlNjNkMmVlNmExOA__/1.0.0.1/,30代 女性,"
",自分用,"
","
",めっちゃお得！！又購入したいと思います。
2019-05-09,5,"ゲストさん"" ","
","
",実用品・普段使い,自分用,リピート,高いけどこれは効く,"お値段ははりますけど他のシャンプーで洗うと頭にプツプツできてしまうのでやはり効く！　

ほかに比べてこちらはお安いしお値打ち！"
2019-05-02,5,"ゲストさん"" ","
","
",実用品・普段使い,男性（彼、夫）へ,リピート,頭皮の弱い彼に,ずっとこちらのシャンプーを使っております。これ以外は使えないみたいなので。
2019-04-28,5,"""韓厥さん"" ",https://review.rakuten.co.jp/my/NDE2OWEwNzVhYTVl/1.0.0.1/,50代 男性,実用品・普段使い,家族へ,リピート,いつも購入しています。,送料込みでこのお値段と迅速な対応・綺麗な梱包でお勧めです。娘もこの商品を愛用しています。
2019-04-20,5,"""強肩捕手39さん"" ",https://review.rakuten.co.jp/my/MzcyM2U4MDFjMWU4NmE_/1.0.0.1/,50代 男性,実用品・普段使い,自分用,リピート,"
","リピです。脂漏性湿疹がたまにでるので、5~6年前からずっとコレです。　

どこよりも安いので助かります。"
2019-04-19,4,"""ふてりーぬさん"" ",https://review.rakuten.co.jp/my/OTU5OThlNTNmOTg1MzExNg__/1.0.0.1/,30代 女性,実用品・普段使い,男性（彼、夫）へ,リピート,リピートです。,夫用です。もう使い始めたら手放せなくなりました！フケも赤みも無くなり、海外出張にもわざわざ持っていくほど。シャンプーのみで使用しているので、この二個セットが便利です。
2019-04-10,5,"""ARATA24さん"" ",https://review.rakuten.co.jp/my/ZjIyMzMyMmU3YTVlN2M_/1.0.0.1/,30代 女性,"
","
","
","
",皮膚が弱くフケが出てしまうため、このシャンプーならフケも出ずに快適です。
2019-04-10,5,"ゲストさん"" ","
","
","
","
","
","
",ドラッグストアで購入したことがあり、無くなれば他のシャンプーを使っていました。(安価ではないから)だから違いが良く分かる。市販のヘアカラーで頭皮をやられて数年バサバサのゴワゴワになり、首を振っただけでパラパラ肩に落ちていたフケ。しかし、これを使うとフケが出ない。どこかしこチクチクあった頭皮のかゆみも無くなる。私にはやっぱりこれしかない。知人に教えてもらい色々試したが、自分で見つけたこれ、このシャンプー(うるおいなめらかタイプ)最高です。本当に。(^o^)
2019-04-05,5,"ゲストさん"" ","
","
",実用品・普段使い,家族へ,リピート,息子用,"肌が弱く、年中頭皮が痒かったりします。　

こちらのシャンプーにしてから相当改善されたらしくストックが無くなりそうだと言われリピート購入です。"
2019-04-01,5,"ゲストさん"" ","
","
","
","
","
","
",痒みが出た時にとても効果のあるシャンプーです。ドラッグストアで購入していましたが、こちらでお安く買えてとても満足しています。
2019-03-19,5,"""フルール１０３さん"" ",https://review.rakuten.co.jp/my/ZDdkMjA0ZTNjMmM4MzcxOA__/1.0.0.1/,50代 女性,実用品・普段使い,自分用,リピート,"
",白髪染めの染料のせいか、頭皮が痒くなってしまい何点かのシャンプーを使ってみましたが、こちらが痒みがなくなり助かっています。
2019-03-16,5,"ゲストさん"" ","
","
",実用品・普段使い,家族へ,リピート,乾燥フケとサヨナラ。,"旦那か乾燥フケに悩まされており　

心配でしたが　

このシャンプーリンスに切り替えてから　

フケは一体何だったのか謎のように　

症状がなくなりました。　

これ以外使えないそうです。　

ありがとうございます。"
2019-03-14,4,"""198511099361さん"" ",https://review.rakuten.co.jp/my/MmI4MWVmY2JiNGFjM2MxZQ__/1.0.0.1/,30代 女性,実用品・普段使い,自分用,はじめて,使い続けるには厳しい…,長年の頭皮の痒みに悩ませれており、たまたま見つけたこちらの商品。高価で悩みましたが、口コミを信じ購入。使用して数週間。口コミ通り痒みはほとんど無いです。とりあえず一袋を使い終えたら、前のシャンプーに戻してみようと思います。再び痒くなったら、もう一袋開封します。が、こちらの商品を使い続けないと痒みとおさらば出来ないのなら、高価なので悩ましいところ。。。
2019-03-09,4,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,"
",シャンプージプシーに陥り、色々使用し過ぎた為、頭皮に痒みが出てしまい、最終的にこのシャンプーに辿りつきました。お得で送料も無料なので有難いです。
2019-03-05,5,"ゲストさん"" ","
","
",実用品・普段使い,自分用,リピート,"
",暑くなってくると頭の臭いが気になり、こちらを使っています。
2019-03-04,5,"ゲストさん"" ","
","
",実用品・普段使い,自分用,リピート,毎回お世話になっています,もうこれが無いと皮膚炎が復活してしまうので、ずーっとこちらでお世話になっております。
2019-03-04,5,"ゲストさん"" ","
","
",実用品・普段使い,自分用,リピート,"
","2回目の購入です。　

配送が早く、ポスト投函なので受け取り不要で楽です。　

頭皮のかゆみがありこちらのシャンプーに変えました。　

かゆみが無くなりとてもいいです。"
2019-03-01,3,"ゲストさん"" ","
","
",実用品・普段使い,自分用,"
","
",シャンプーとリンスがセットになっている方を買いたかったのだが、間違えてシャンプー２つセットを買ってしまった。パッケージが少し似ていて間違えやすいと感じたが、次回から注意して注文したいと思う。商品や発送には満足しているのでこれからも利用したい
2019-03-01,5,"""まん丸らいおんさん"" ",https://review.rakuten.co.jp/my/YzJkMTg5M2NhMjFiMmYxNQ__/1.0.0.1/,40代 女性,実用品・普段使い,自分用,"
",久しぶりに,普段は、低刺激用のシャンプーを使用しています。が、この冬は身体のアトピーが悪化。同時に頭もフケと痒みが。そんな時には一時的にフルフルを使うことにしています。久しぶりに使ったけどやはり良いですね。フケ治ったし、髪もしっとり落ち着くし。でも高いから普段使いは考えてしまうのです。。
2019-03-01,5,"""べてぃちゃん♪さん"" ",https://review.rakuten.co.jp/my/OGI5NmY3OWM1YjY4/1.0.0.1/,40代 女性,実用品・普段使い,子供へ,リピート,息子用,"小学校から急にフケが酷くなり皮膚科にも通っていましたが　

全然良くならず諦めていたところ、こちらの商品を使い始めてから　

フケが止まりました。ストレスが溜まるとたまに酷くなる時も　

ありますが、こちらの商品がなければ酷いままだったと思います。　

もっと大きくてお値段が安いと助かるのですが、　

こちらの商品はどこよりも安くて送料無料なので本当に助かっています。　

もう何回もリピしています。またよろしくお願いします。"
2019-02-28,5,"ゲストさん"" ","
","
",実用品・普段使い,家族へ,リピート,リピートしています,母が春先になると頭が痒くなると言い色々ネットで検索してこの商品を使ってみたら痒くなくなったそうで、今回3回目のリピートとなります。お値段も安くて喜んでおります。
2019-02-25,5,"""natyu2962さん"" ",https://review.rakuten.co.jp/my/YTNhZjFlYzA5ODdjOGI_/1.0.0.1/,30代 女性,実用品・普段使い,自分用,リピート,安い,以前から使ってる商品を安く購入できたのでとても満足しています。
2019-02-20,5,"""まっちゅ5656さん"" ",https://review.rakuten.co.jp/my/YTU5MDM4Y2RkZjEwNGIxZg__/1.0.0.1/,30代 女性,実用品・普段使い,自分用,リピート,痒みが治まりました,"頭皮のかゆみとフケに悩んでいました。こちらのシャンプーを使いはじめたらすぐに症状が落ち着き、とても助かりました。　

近所の薬局だと1つ2,000円近くするので、こちらで購入しています。　

これからもリピートさせていただきます。"
2019-02-19,5,"""amk_abitaさん"" ",https://review.rakuten.co.jp/my/ZTNjZWQ2M2Q3OTUz/1.0.0.1/,40代 女性,"
","
","
","
",色々比較した中で、詰め替え用がこちらが一番お値打ちでした。送料無料でポストに届くのも助かります。家族の頭皮にこちらのシャンプーがあっています。
2019-02-13,4,"ゲストさん"" ","
","
",実用品・普段使い,自分用,リピート,フケかゆみによく効きます,"皆さんよく書かれているとおり、私のフケかゆみによく効きます。ただし、万人に効くというわけではなくその人の体質に合う合わないはあると思います。いきなり多くの容量を購入するのではなく、最初は少量を近くの薬局などで購入してお試しされるのをお勧めします。　

私はアトピー性皮膚炎に罹患しており長年皮膚科に通院していて、そこのベテランドクターに勧められたのが使い始めるきっかけでした。その医院で少量のお試し用を無料でいただいたのです。　

不思議なもので、このシリーズのリンスを使うと翌日にかえってかゆみが増しました。なのでシャンプーしか使用しておりません。やはりその人の体質に合う合わないがあると思います。　

なお、配送は郵便局のメール便でしたかね。郵便ポストに投函されていました。"
2019-02-09,5,"""tabiiiさん"" ",https://review.rakuten.co.jp/my/MjQwMDZlZmM3NDRhNzkxYg__/1.0.0.1/,30代 女性,"
",自分用,"
",シャンプーはコレ,"冬場になると乾燥するからなのか、頭皮が痒くて仕方なく色々シャンプーを試してたところ、このシャンプーにいきつきました。５年ほど使ってますが、これ以外のシャンプーを使うとやはり頭皮が痒くなるので、もうこのシャンプーではないとダメです。　

しかし、商品の価格が高いのがネックでしたが、こちらの店舗はドラッグストアに比べて安いのでとても助かりました。"
2019-02-07,5,"ゲストさん"" ","
","
",実用品・普段使い,自分用,リピート,痒くならない,このシャンプー以外を使うと必ず痒くなります。ブツブツも出来ません。こちらはお安く購入出来て助かります。
2019-02-04,5,"""handm0503さん"" ",https://review.rakuten.co.jp/my/YzM5ZmMxOWM5YTJiMzgxNA__/1.0.0.1/,30代 男性,実用品・普段使い,自分用,リピート,フケ止めにはいいのでは？,"乾癬持ちなので、以前住んでいた地域の皮膚科医に聞いたところ、このシャンプーを薦められました。　

値段は決して安くないですが、乾癬から発生するフケには効果があるかと思います。　

一方で、乾癬・フケ具合によるかと思いますが、冬場は完全にフケは消えません。　

専用の塗り薬 + 当シャンプーで痒みを抑えるといった具合で考えていた方がいいでしょう。"
2019-02-04,5,"""mina-375さん"" ",https://review.rakuten.co.jp/my/ZGE4NjI3ZjcwMTJlMTU_/1.0.0.1/,40代 女性,実用品・普段使い,家族へ,リピート,お安いです。,肌の弱い主人用に購入しています。こちらのショップはお安くて、助かっています！またリピさせていただきます。
2019-02-03,4,"""すみれ0954さん"" ",https://review.rakuten.co.jp/my/YjJjZGQzMmFmNGNhOTIxNw__/1.0.0.1/,50代 女性,実用品・普段使い,自分用,リピート,"
",リピートです。頭皮に湿疹が出るのでずっと使ってます。
2019-02-02,3,"""ぞ22さん"" ",https://review.rakuten.co.jp/my/NzU5ZGQ2NzQwNTRkYTAxMw__/1.0.0.1/,40代 女性,"
",家族へ,"
","
",こちらのショップが安くて、いい買い物ができました。配達も早かったです
2019-02-01,5,"""3939にっしさん"" ",https://review.rakuten.co.jp/my/YjU3NWFmMTRkOGFjOTY_/1.0.0.1/,40代 女性,"
","
","
","
",頭に脂漏性湿疹が出やすく、特に乾燥する冬場に頭が痒くなります。このシャンプーとコンディショナーでないと、一発で頭皮が赤くなってしまうので、継続リピート購入。こちらが一番安いです。
2019-01-31,5,"""のん56981754さん"" ",https://review.rakuten.co.jp/my/YzZlYjAwMTIzZWY1OTUxZg__/1.0.0.1/,30代 男性,"
","
","
",安い,ドラッグストアより安く購入できてたすかります。
2019-01-29,5,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,"
",この店は安い。自分もフケ症で悩んでおります。高価な品なので送・代無料のリンスも込みでのまとめ買い。今後もお世話になります。
2019-01-27,5,"""sai8630さん"" ",https://review.rakuten.co.jp/my/ZmE2MDI2ZjJhMjFkNDkxMg__/1.0.0.1/,30代 女性,実用品・普段使い,自分用,はじめて,助かりました！,コンパクトに包装していただき、ポストに入ってたので受け取りもスムーズで大変助かりました！また利用させていただきます！
2019-01-26,5,"""黒犬coco-chanさん"" ",https://review.rakuten.co.jp/my/YTlhZmRkNTc4YzFhNGExNw__/1.0.0.1/,50代 女性,実用品・普段使い,子供へ,はじめて,安く買えます,皮膚が弱く、このシャンプーを使用しています。ドラッグストアより安くて買えるので助かっています。
2019-01-24,5,"ゲストさん"" ","
","
","
","
","
",毎回お世話になっています,"ずーっとこちらで購入しています。　

今後ともよろしくお願いいたします。"
2019-01-22,5,"""だっくん0777さん"" ",https://review.rakuten.co.jp/my/NmJhNWFjNTZiNDUx/1.0.0.1/,50代 女性,実用品・普段使い,家族へ,リピート,"
","長年フケで悩んでいる母の為に注文。　

店頭で取り扱っているお店もいくつか　

ありますが、こちらが一番低価格で販売されていて　

大変助かります。"
2019-01-21,5,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,長年愛用しています。,"アトピー体質で、頭皮湿疹もあります。　

こちらのシャンプーを使うと痒みも劇的に違うので、長年愛用しています。　

以前は他店で本体ボトルを購入していましたが、お得なこちらのショップ様を見つけ、今回初めて詰め替えを購入してみました。　

無○良品のボトルに2袋ごと詰め替えて使用しています。快適です。"
2019-01-08,5,"""しゃちさん0830さん"" ",https://review.rakuten.co.jp/my/MWNkZGRlNGQ2ZWZiMmYxNA__/1.0.0.1/,40代 女性,実用品・普段使い,家族へ,はじめて,いい感じです,冬場の乾燥した時期にぴったりです。リピしたいと思います。
2019-01-06,5,"""こはなちんさん"" ",https://review.rakuten.co.jp/my/NWZiOTdmYTdjMmFjMjExYQ__/1.0.0.1/,30代 女性,実用品・普段使い,自分用,リピート,リピ！！,皮膚科の先生に薦められてからずっとこれです。これを使うようになって薬を使わなくなりました。一生使い続けると思います。
2018-12-30,5,"""にゃごまる5779さん"" ",https://review.rakuten.co.jp/my/MzAyZDRmNzM5ODg4ODk_/1.0.0.1/,40代 女性,実用品・普段使い,家族へ,はじめて,お買い得,薬局でいつも、青のタイプを購入していました。冬になり、うるおいも少しあったらいいなあと思い、初めて赤を買いました。汚れはおち、脂を取りすぎない感じなので、この時期は良さそうです。１００均のシャンプーボトルに詰め替えたところ、２回分がぎりぎりではありますが入りました。
2018-12-28,5,"ゲストさん"" ","
","
","
","
","
","
",発送が早くいつも助かります。コンディショナーいらず。
2018-12-26,4,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,"
",薬局で買うより1つ400円以上安いです。体調を崩したりストレスをためると頭皮に真菌が増殖して塊になってしまいます。皮膚科で副腎皮質ホルモンのローションをもらってますが、シャンプーでも改善したくて購入。薬用だから高いですが、これで改善するなら。シャンプーのみコラージュフルフルに変えてます。まだ使い始めて間もないので効果はわかりませんが、期待を込めて。発送も早くて助かりました。
2018-12-23,5,"ゲストさん"" ","
","
",実用品・普段使い,自分用,リピート,"
","幼い頃からアトピー性皮膚炎に悩まされ様々な塗薬や飲み薬を試しておりました。　

ある時、どこかの医師が皮膚疾患にはこのコラージュフルフルを進めている記事を見てすがる思いで購入し試してみました。結果はあれほど悩まされていたアトピーが緩和され今では塗り薬はほぼ使わないようになりました。　

効果の程は個人差があると思いますが私には効果があり、ずーっと継続しています。　

お値段が高価ですが身体もシャンプーもコラージュフルで統一しています。　

もう少し安いと助かりますが通院する頻度も大幅に減少したため満足しています。"
2018-12-21,5,"""マー君１９５１さん"" ",https://review.rakuten.co.jp/my/YzZlM2JkMTFmNjM1NmMxMQ__/1.0.0.1/,60代 男性,"
","
","
","
","安く購入出来ましたので、助かります。　

無くなったらまた頼むつもりです。"
2018-12-21,5,"ゲストさん"" ","
","
","
","
","
",早いし安い,子供が使っていますが いつも無くなる寸前に知らせてきます。こちらのショップは安いし、発送も早く助かっています。
2018-12-21,5,"""ひなこ7481さん"" ",https://review.rakuten.co.jp/my/YzUxYjExYWQ2N2M1MjQxZQ__/1.0.0.1/,30代 女性,実用品・普段使い,家族へ,リピート,リピ,"春秋冬は赤　

夏は青　

やめれません。最安値だと思います。"
2018-12-19,5,"ゲストさん"" ","
","
","
","
","
",脂、フケ、かゆみ、脱毛に,頭皮の状態はかなり良いです。リンスはなくても短髪なら問題ないくらい潤いますが、冬場は静電気防止にリンスを使います。リンスは他のものを使う方が髪には良いようです。
2018-12-14,4,"""bumpkeiさん"" ",https://review.rakuten.co.jp/my/N2E2MjVkZjZkMmY5MTMxMA__/1.0.0.1/,50代 女性,実用品・普段使い,子供へ,リピート,"
",脂漏性皮膚炎の息子用。効果あります。これからも続けたいです
2018-12-14,4,"""bumpkeiさん"" ",https://review.rakuten.co.jp/my/N2E2MjVkZjZkMmY5MTMxMA__/1.0.0.1/,50代 女性,実用品・普段使い,子供へ,リピート,"
",脂漏性皮膚炎の息子用。効果抜群。とてもいいです。
2018-12-12,5,"""おぺぺのぺーさん"" ",https://review.rakuten.co.jp/my/MWRhNGJlN2E4YWRlYjE_/1.0.0.1/,20代 女性,"
",自分用,"
","
","毎年夏に頭が酷くかゆくなり、その都度皮膚科に通っていました。　

このシャンプーに出会ってからは一度も皮膚科に行かなくて済むようになりました！　

コストが高めなので、2〜3日に一度使用しています。　

これからも買い続けます！"
2018-12-11,4,"""かまたんさんさん"" ",https://review.rakuten.co.jp/my/OWE4ZTkzYmZlMmZlNjUxMQ__/1.0.0.1/,60代 男性,"
","
","
",頭皮改善,このシャンプーを使うようになってから、頭皮の状態がよくなってきたように思います。フケがなくなってきたと思い他のシャンプーを使うとまた、フケが出てきてしまうような気がします。少しお値段が高いのは気になりますが、気に入っています。
2018-12-11,4,"""べてぃちゃん♪さん"" ",https://review.rakuten.co.jp/my/OGI5NmY3OWM1YjY4/1.0.0.1/,40代 女性,実用品・普段使い,家族へ,リピート,早い対応,"このシャンプーでないと息子はダメなので　

いつも安いお店を探して買っていましたが、　

金額も高いシャンプーだし、安いお店は遠いしで　

困っていました。楽天で探したらこちらのお店で　

送料無料でお安く買えるのでわざわざ買いに行かなくてもよくなって　

助かりました。またお願いします。"
2018-12-08,5,"ゲストさん"" ","
","
","
","
","
","
",安くてリピートです^^配送も問題なし！！
2018-12-07,5,"""3939にっしさん"" ",https://review.rakuten.co.jp/my/YjU3NWFmMTRkOGFjOTY_/1.0.0.1/,40代 女性,実用品・普段使い,家族へ,リピート,"
",頭の痒みやフケの出やすい中学生の息子用です。これが一番良いそう。
2018-12-05,5,"ゲストさん"" ","
","
","
","
","
","
",乾燥する季節には市販のシャンプーだと痒みとフケが…こちらに変えるだけで治るので助かります。
2018-11-20,5,"""ふてりーぬさん"" ",https://review.rakuten.co.jp/my/OTU5OThlNTNmOTg1MzExNg__/1.0.0.1/,30代 女性,実用品・普段使い,家族へ,はじめて,良いです！,"乾燥肌で、冬が近付くと頭皮がモロモロしてくる夫に、シャンプーとリンスのセットを買おうとして間違えてこちらを買いました(^_^;)うるおいタイプだからいっか。　

到着を待つ時間はありますが、ドラッグストアよりかなり安かったです！　

使用し始めて数日。　

あれ？モロモロ出てない？枕を見ても、出てない!!これはすごい!!かゆみもなくなったとのこと。　

本人は遺伝だと諦めていたようですが、シャンプーだけで治るとは！試しに買ってみて良かったです！　

これは使い続けたいのでまとめ買いしてみて良かったです♪"
2018-11-18,5,"""バデイさん"" ",https://review.rakuten.co.jp/my/MmU0MzJkOGY3NzE0/1.0.0.1/,50代 女性,実用品・普段使い,家族へ,リピート,コラージュフルフルネクストシャンプー 2,コラージュフルフルネクストシャンプー 280mL×2個 は送料込みでお安かったです。
2018-11-15,5,"""つまり4492さん"" ",https://review.rakuten.co.jp/my/ZmE0NzhlNWNhMGVkMmExMQ__/1.0.0.1/,40代 女性,実用品・普段使い,子供へ,はじめて,"
","息子が頭がかゆいとずっと言っていて、こちらを見つけ買ってみました。　

今までも痒みやふけに効く高めのシャンプーばかり使っていましたが、一向によくなりませんでした。　

こちらで良くなってくれるのを期待して。　

良ければまた追加購入します。"
2018-11-14,5,"""makiyuzukiさん"" ",https://review.rakuten.co.jp/my/N2QyM2I4OTYxYzQzNzc_/1.0.0.1/,40代 女性,実用品・普段使い,男性（彼、夫）へ,リピート,どこよりも安い！,"皮膚科で勧められるシャンプー。　

脂漏性皮膚炎のツレ用に。他のにすると悪化するので、長年これです。　

安いうえにメール便無料はありがたいです。"
2018-11-13,5,"""２９・２９さん"" ",https://review.rakuten.co.jp/my/NjdiM2ZhMThjMDEzMzUxYg__/1.0.0.1/,40代 女性,"
","
","
",思春期の息子用に,"思春期になり、頭をかゆがるようになり、もうこのシャンプーでないと使ってくれません。　

ドラッグストアで買うより、安いのでいつもこちらでお世話になっています"
2018-11-11,5,"ゲストさん"" ","
","
","
","
","
","
","普段は青色を使っていますが、赤い方も試したいので購入しました。　

まだ使っていませんが、評判の良さに星5にしました。　

いつも配送が早く助かります。"
2018-11-05,4,"ゲストさん"" ","
","
",実用品・普段使い,子供へ,はじめて,"
","頭がかゆいと言っていた　

息子にこちらが良いと聞き　

お試し中です！　

まだ使い始めですが　

痒みがマシになったようです"
2018-11-04,5,"""shingo1415さん"" ",https://review.rakuten.co.jp/my/NzRlNWViNDU3Nzk5NDYxMA__/1.0.0.1/,20代 男性,実用品・普段使い,自分用,はじめて,安い,"ドラックストアで買うより断然安い　

リピートします"
