,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
日付,評価,名前,プロフィールURL,年代・性別,使い道,使う人,購入した回数,レビューのタイトル,レビューの本文
2020-05-21,4,"ゲストさん"" ","
","
","
","
","
","
","今までは石鹸シャンプーを使用していました。　

石鹸シャンプーのキシキシ感は嫌いではないのですが、同じシリーズのリンスを使用していても髪がパサパサしてしまうのが気になっていました。　

美容室で頭皮をスコープでチェックしてもらった時に洗浄はしっかりできていると言われましたが…　

現在、第1子を妊娠中で、産後は髪が抜けやすくなると聞くので、今のうちから対策をしたいと思い、こちらを購入しました。　

好きな香りではありませんが、自然なアロマの香りなので、イヤではないです。　

髪の毛はしっとりまとまり、普段より排水溝の抜け毛が減りました。　

このままこちらを使い続ければ、産後の抜け毛対策にもなりそうな気がします。"
2020-05-17,4,"ゲストさん"" ","
","
","
","
","
","
",成分が良いようなので購入しました。使い心地や香りはよかったです。敏感肌でたまに痒くなる商品もありますが、こちらはなりませんでした。が、一回り小さいボトルなので、もう少し価格が安ければ…といった感じです。
2020-05-16,3,"""みいみい0673さん"" ",https://review.rakuten.co.jp/my/Njg0NGU5ZmUyYTVjMmExOQ__/1.0.0.1/,50代 女性,"
","
","
","
","まだ使用していませんが 香りが自分好みでなくニッキぽい感じです。量ですが大容量と記載ありましたが小さかったので残念です。　

使用してからリピート考えます。"
2020-05-16,5,"ゲストさん"" ","
","
","
","
","
","
",ロングヘアでいつもシャンプーには気を遣っており、なかなか新しいものに挑戦できずにいましたが、香り・泡立ち・洗い上がり全てに満足しました！ボトルのデザインもスッキリした中に可愛らしさがあり愛着が湧きます。またリピートします！
2020-05-16,5,"ゲストさん"" ","
","
",実用品・普段使い,自分用,リピート,しっとり落ち着きます。,"2度目のリピになります。　

無添加なのに きしまないし　

くせ毛の うねりが 少し落ち着いてる気がします。強い香りは、苦手なので、購入して正解でした。　

今の所 1番気に入ってます。もぅ少し続けてみようかと考えてます。"
2020-05-15,5,"""購入者66477141さん"" ",https://review.rakuten.co.jp/my/ZTFmNWZiOGE5ZWMxNDIxMA__/1.0.0.1/,30代 女性,実用品・普段使い,自分用,リピート,"
",これで３回目の購入です。今回は１０００円オフのクーポンがあったので助かりました。詰め替え用があると嬉しいです。
2020-05-14,5,"ゲストさん"" ","
","
","
","
","
","
",香りもよく洗いあがりもサッパリしてよかったです。
2020-05-08,3,"ゲストさん"" ","
","
","
","
","
","
","普通です　

ドラッグストアで売ってる もっと低価格の物と大差ありませんでした　

以下 半月と少し使用しての感想です　

髪質がしっかりしているせいか、洗い上がりバシバシしてしっとりしません　

夜洗髪して翌日のお昼過ぎには頭の匂いが気になり始めます。特に激しい運動はしていません　

リピはありません"
2020-05-08,5,"ゲストさん"" ","
","
","
","
","
","
","香りが爽やかで気に入りました。　

髪もさらっとします。"
2020-05-08,5,"ゲストさん"" ","
","
","
","
","
","
",髪に優しいアミノ酸のシャンプーを探していてたどり着きました。クーポンでお得に購入ができたのも初めて買う商品としてハードルが高すぎることなく、よかったです。肝心の使い心地もとても良いです。洗った後もしっとりしてきしみません。強いて言えば容量がもう少しあったら嬉しいです！
2020-05-04,4,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,"
","今まで使っていたサロン用のものが販売終了となってしまった為、同じくサロン品質のものを探していました。注文後、速やかに届きました。　

勘違いで500mlだと思いこんで買ったので箱を開け商品を見た途端、小さいと思ってしまいました。1,000円クーポンがあって助かりました。　

商品説明の文言や価格はこちらの方が上なので無駄にならぬよう、髪質に合う事を期待します。"
2020-05-03,1,"""ナナキ1227さん"" ",https://review.rakuten.co.jp/my/NzkzYzNhMjc0NjA2NzA_/1.0.0.1/,30代 女性,実用品・普段使い,自分用,はじめて,合わなかった,"シャンプーは良く泡立ちます。でもコンディショナーをつけて流していると髪の毛の軋みを感じます。　

翌朝の髪のパサつきとゴワツキがすごい上に、頭皮が痒いT^T我慢できる程度の痒みですが‥　

更に、夕方には頭皮の臭いが気になります(￣^￣)　

リピートは絶対無いですが、最後まで使うか悩む‥そこまで安くないし、捨てるには勿体無い　

匂いはいかにもアロマ的な、草系の香り。私はあんまり好みでは無かった　

アロベビーは大好きで、何回もリピートしているので残念です"
2020-05-03,5,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,違う香りもあればな〜,"色んなシャンプー＆トリートメントを使ってきました。　

通販も色々と。　

どれも広告通りににならなくてイマイチで途中でやめました。　

このシャンプー＆トリートメントは洗い流した後の手触りがとても良いです。　

今まではお風呂上がりに洗い流さないトリートメントを必ず使っていましたが、このシャンプー＆トリートメントはいらないみたい。　

サラサラ、ツルツルになるので気に入りました。　

しばらく使ってみようと思います。　

ただ、香りがちょっと…　

もう少しいい香りだったらな〜(^-^;"
2020-05-02,4,"""お〜ち〜びさん"" ",https://review.rakuten.co.jp/my/OGMxOTUwMjExYWMxMjcxNw__/1.0.0.1/,30代 女性,"
",自分用,"
","
","迅速な対応で、梱包もしっかりしていました！　

まだ使用していませんが、レビューが良かったのでこれから使うのが楽しみです！"
2020-05-01,5,"""しのしのぶんぶんさん"" ",https://review.rakuten.co.jp/my/NGQ3ZWE3MmNkMjVjN2QxMQ__/1.0.0.1/,30代 女性,実用品・普段使い,自分用,はじめて,"
","口コミが良かったので購入。　

洗っている最中も髪が柔らかくなった感じで、洗い上がりも良かったです。私には合っていました。またリピします。"
2020-04-30,5,"ゲストさん"" ","
","
","
","
","
","
",香りがとても良く、仕上がりにも大満足です。また買いたいです。
2020-04-27,5,"""armn1103さん"" ",https://review.rakuten.co.jp/my/YjA2YzgwMDRmM2ViNzE_/1.0.0.1/,30代 女性,実用品・普段使い,自分用,はじめて,"
","髪の毛が絡まることなくしっとりなりました。　

パッケージもおしゃれでかわいかったです。"
2020-04-23,5,"ゲストさん"" ","
","
","
","
","
","
",値段もお手頃で匂いもほんのりで、なにより髪に合ってるなぁと思いました！気になっていたフケも気にならなくなり個人的には満足です！！
2020-04-23,5,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,"
","40代になり、髪の毛のハリ・コシがなくなった様でうねりが出たり、抜け毛が多くなり悩んでいました。　

たくさんあるシャンプーの中から、値段とみなさんのレビューを見てこちらを試すことに。アロマの香りで癒されます。シャンプーの時の抜け毛は驚くほど改善され、「ツヤッと軽やか ふんわりまとまる」の言葉がピッタリです。お得なクーポンがあれば、今後もリピートしたい商品です。"
2020-04-20,5,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,優しく洗い上がり,"洗ってるうちから滑らかになるのがわかります！　

ドライヤーで乾かす時も、頭皮の臭いが気にならなくなります。"
2020-04-18,4,"ゲストさん"" ","
","
","
","
","
","
",迅速な対応ありがとうございます。まだ使っていませんので、使ってみてからまたレビューします。
2020-04-18,5,"ゲストさん"" ","
","
","
","
","
","
",まだ三日目ですが、頭皮も痒くならないし、髪の毛サラサラになります！香りもそんなに強くなく、いい感じです。しばらく使ってみたいと思います。
2020-04-18,4,"""みぃ４５４６さん"" ",https://review.rakuten.co.jp/my/N2U4NjJlY2RhZDBiMjQ_/1.0.0.1/,40代 女性,実用品・普段使い,自分用,はじめて,ハリ、コシ、抜け毛、ツヤ対策に◎,5年ほど使っていたシャンプーが急激に髪や頭皮に合わなくなり、新たなパートナーを探すため、買ってみました。泡立ちはよく、洗い上がりはややねっとりした感じ、トリートメントはさらっとしています。乾かす時もやや絡まりやすく、ハリやコシが出るのは納得、といった感じです。余分なものが髪についていないからか、乾いた髪は軽いです。が、毛量多めで根本が浮きやすい私にはちょっとまとまりが足らず、タオルドライした髪と、翌朝寝癖を直した髪に、ヘアオイルを足すことが必須となりました。抜け毛は確実に減ったし頭皮の臭いも軽減され、髪のツヤも今のところあるので、いいシャンプーなのだとは思います。が、続けていくにはやはりコストが…。リピする可能性はありますが、まずはもう少しコスパのよいシャンプーを探しに、あれこれ試すことにします。
2020-04-17,5,"""ぴょん5354さん"" ",https://review.rakuten.co.jp/my/ZWQxOTY5NTlkNWM0YjUxMQ__/1.0.0.1/,30代 女性,実用品・普段使い,自分用,はじめて,"
","カラーやパーマ等で傷んでいるため、髪の毛に良さそうなシャンプーを探していました。　

発送もとても早く、注文した翌日に届きました。　

早速使ってみたところ指通りも良かったです。容器もオシャレで保育園児の子どもも「いい香り」と言っており、親子で使用したいと思います。"
2020-04-16,5,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,初めて&amp;#10083;,"レビューが良かったので購入しました&amp;#10083;　

まだ使ってませんが 楽しみです(*^ω^*)"
2020-04-14,5,"""りんえり1977さん"" ",https://review.rakuten.co.jp/my/MGRkOGVmMWMyMDIxMjMxYg__/1.0.0.1/,40代 女性,実用品・普段使い,家族へ,はじめて,シャンプー＆トリートメント,まだ使用しておりませんが、使うのが楽しみです。
2020-04-09,4,"""弟レオさん"" ",https://review.rakuten.co.jp/my/YmI2N2ExNDM4NzYxN2QxOA__/1.0.0.1/,60代 女性,実用品・普段使い,自分用,はじめて,今までに無いくらい良いです。,初めて使いました。まず香りが自然なアロマの香りで良いです。私的にはもう少しフルーツ系の香りが好きです。シャンプーは泡立ちも良く洗い上がりが頭皮がスッキリした感じがしました。洗ってる時少しごわつきましたがセットのトリートメントを使ったら丁度良い感じでしっとりしました。ドライヤーで乾かしたらサラサラになりボリュームもでて今まで使った物で一番良い感じがします。これから使っていきたいのですが値段が少し高いので迷ってます。もう少し値段が下がったら勿論これからも是非購入したいです。
2020-04-07,5,"ゲストさん"" ","
","
","
","
","
","
",泡立ちがよく洗い上がりもよく使っていて気持ちいいです。
2020-04-06,4,"""qoocoboさん"" ",https://review.rakuten.co.jp/my/NDczNjVkNGU4MjE1/1.0.0.1/,30代 女性,"
","
","
","
",まず香りが良くてとても気に入っています！お風呂場がしばらくいい香りでリラックス出来ます。半年ほど使ってみて体調によっては頭皮が痒くなってしまうこともありましたが、敏感肌でも概ね快適に使用出来ております。私の髪質ではシャンプーだけ使用すると乾かした後に少しパサついてしまうので、今後もトリートメントとセットで使いたいと思いました。
2020-04-01,4,"ゲストさん"" ","
","
","
","
","
",市販のものよりかは良い,"1週間使用しました。　

薬局等で売っているアミノ酸シャンプーよりかはモノはいいです。美容院でトリートメント後のさらさら感が薬局等アミノ酸シャンプーだと1週間もすればアイロンしている影響で毛先が少しずつ固くなっていきますが、このシャンプーだと持続してます。　

成分見る限り洗浄力は真ん中くらいのものを使われてます。ササッと洗う程度では汚れは落ちないので、購入された方はしっかり洗うよう心がけてください。　

髪質があまり良くない方は、少し高くても美容院で販売してるシャンプーを買われた方がいいと思います。"
2020-04-01,4,"ゲストさん"" ","
","
","
","
","
","
","リピートです！！　

肌が弱い3歳の娘と一緒に使えてます！！　

シャンプーは泡立ちが良く、気持ちいいです♪"
2020-03-20,4,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,"
",今日届いて今日から使うのが楽しみです。今後機会があれば購入したいですね。
2020-03-17,4,"""ぁけ1595さん"" ",https://review.rakuten.co.jp/my/N2EyZWQyM2U5MzVjM2YxMg__/1.0.0.1/,40代 女性,実用品・普段使い,自分用,はじめて,到着,"今日届きました。　

期待をこめて星４つです。　

今日から使います。"
2020-03-16,5,"""モトモト63さん"" ",https://review.rakuten.co.jp/my/ZWZhZWNiYzgwNzM0OWMxMg__/1.0.0.1/,30代 女性,"
",自分用,はじめて,洗い心地良し,"クチコミの高さとパケ買いでしたが、シャンプーの洗い心地には大満足です。　

ノンシリコンなのにワンプッシュで、きめ細かいもっちもちの泡が立ちます。精油の香りにとても癒されます。シャンプーが想像以上に良かった分、コンディショナーは普通に感じます(笑)少し物足りないかも。　

価格は決して安くはないですが、国産オーガニックなので妥当かな？リピートしたいなと検討中です。"
2020-03-14,5,"""購入者66477141さん"" ",https://review.rakuten.co.jp/my/ZTFmNWZiOGE5ZWMxNDIxMA__/1.0.0.1/,30代 女性,実用品・普段使い,自分用,リピート,リピートです,美容師さんに無添加シャンプーを勧められたのがきっかけで出会いました。においもいいにおいで、使用感も良くて、２回目のリピートです。またなくなったら購入します。
2020-03-13,5,"ゲストさん"" ","
","
","
","
","
","
","シャンプーの香りが、少し香るのが好きでこのシャンプーはお気に入りの１つになりました。トリートメントも同じです。　

翌日の髪がサラッとして気持ち良いです。　

ボトルが小さく場所を取らないのも良いです。"
2020-03-09,5,"""まぉふぅさん"" ",https://review.rakuten.co.jp/my/ZWE2NjkxZWVmNjU0/1.0.0.1/,30代 女性,実用品・普段使い,家族へ,リピート,リピリピ,リピ商品安定のサラサラいつもありがとうございます
2020-03-08,4,"ゲストさん"" ","
","
",プレゼント,"
",はじめて,"
","抜け毛予防・うねり予防、そしてコシ ボリュームが欲しいので試しに購入しました。　

オーガニックのシャンプーは色々と購入しましたが、髪の毛がきしまないのは初めての体験です。　

泡立ちも良いです。　

まだ使用して１日目ですが、乾かした後も何時もよりセットしやすく、ボリュームも感じられたので、しばらく使用したいと思います。　

今まで使用したオーガニックシャンプーの中では１番合っているような・・・感じです。"
2020-03-07,4,"""とらむすさん"" ",https://review.rakuten.co.jp/my/ZjhkZDMzNGJmZmFiNmE_/1.0.0.1/,30代 女性,実用品・普段使い,自分用,リピート,とっても気に入っています！,"産後に抜け毛が増えると知り、元々洗髪後に抜け毛が多いことが気になっていたので、悩みが解消できたらと思い購入しました。　

産前から使用していて、抜け毛が減ったので安心していたのですが、今産後3ヶ月が過ぎ、少し増えました…。これは仕方ないかなとは思っています。　

でも、ゼラニウムの匂いが好きですし、泡立ちも良く、洗髪後のキシみがなくてドライヤー後のサラサラ感やまとまりも私好みで気に入っています。　

また購入したいと思います。　

リピするからこそ…こちらのサイズだとすぐに使い終わってしまうので、詰替用か、もう少し大きいサイズを購入したいので☆-1です。　

それ以外はとても満足しています。"
2020-03-05,5,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,髪がサラサラになります！,オーガニックのシャンプー・コンディショナーを色々買ってきましたが、こちらの商品は頭皮が痒くならず、髪がサラサラになってとても良いです！香りも私は気に入りました。リピートしたいと思います！
2020-03-02,5,"""ringonopieさん"" ",https://review.rakuten.co.jp/my/ZTBjMzIyNmM2YmIwMjExZg__/1.0.0.1/,30代 女性,実用品・普段使い,自分用,はじめて,髪質が良くなりました,"ホルモンバランスの乱れなのか抜け毛が多く、部屋のカーペットやフローリングの掃除が大変でした。こちらのシャンプー・トリートメントを使い始めて明らかに抜け毛が減りました。目に見えた効果があり驚いています。　

髪質もよくなりました。髪の毛が以前よりさらさらツヤツヤになり天使の輪がくっきり出来ています。　

シャンプーの泡にもっちりとした弾力があり洗い心地が良いところ、香りがナチュラルな精油の香りでリラックス出来るところもおすすめポイントです。リピート買い決定です。"
2020-03-02,4,"ゲストさん"" ","
","
","
","
","
","
","愛用していたシャンプーが製造中止になってしまい困っていました。　

肌も弱くて色々試しましたが、代わりになるようなものが無く…　

まだ2回しか使用してませんが、するすると泡立ち気持ちがいいです。　

香りも強すぎないので好みでした。肌トラブルも今のところ無く、髪ツヤが出ます。　

ちょっと贅沢かな…と悩みましたが、色々試したり失敗したりする事を考えれば買って良かったです。　

しばらく続けて大丈夫そうだったらまた購入したいと思います。"
2020-03-01,4,"""むちむち７さん"" ",https://review.rakuten.co.jp/my/M2MyMjBhOGIwMzBhZDk_/1.0.0.1/,30代 女性,実用品・普段使い,自分用,はじめて,いい香り！,"きつ過ぎず、とても良い香りでした！　

使ってる時は劇的な変化を感じなかったのですが、使い終わって 別のものを使っていたら髪がゴワゴワしてきた気がするので また購入しようかなぁと検討中です、、"
2020-02-26,4,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,"
",加齢によるうねり改善や頭皮ケアのシャンプーを探していて、お試しに購入しました。１日目の使用感は髪全体が素直に整えられた感じで頭皮もスッキリしました。泡立ち良くアロマの香りも心地よく満足です！色々と試した中では数日使い続けていくと痒みが出てきてしまうシャンプーが多かったのですが、こちらは私の頭皮には合うようでトラブルなく良かったです。
2020-02-25,5,"ゲストさん"" ","
","
","
",自分用,"
",使い始めて2ヶ月、満足してます！,セミロングで約2ヶ月使えています。以前は安いシャンプーや、香り重視で某メーカーのブランドシャンプーを使っていましたが、髪質が改善されることはなかったです。このシャンプーにしてから、明らかに髪がサラサラ、枝毛がなくなりました。
2020-02-24,5,"""T7095Mさん"" ",https://review.rakuten.co.jp/my/ZGQ1MjE5N2EzNTExYmM_/1.0.0.1/,40代 女性,実用品・普段使い,自分用,はじめて,いいかも…,"妊娠中からマタニティ商品などを使っていたので、このシャンプー&amp;トリートメントはずっと気にはなっていたものの、先に使っていたシャンプーが無くなるのを待っての購入。産後すでに10ヶ月なので、抜け毛のピークは過ぎてしまったのですが…　

シャンプーはとにかく泡立ちがいいです。そしてオーガニック系の香りもいいですね。トリートメントも重すぎずいい感じに思いました。　

最近は白髪が増えてきたので、アンチエイジング効果を期待してしばらく使ってみようと思います。"
2020-02-22,5,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,"
",抜け毛に悩んで試しに購入しました。泡立ちが良く使い心地も気持ち良いです。そして何よりこの頃、分け目が気にならなくなりました！
2020-02-21,5,"""kyacco2850さん"" ",https://review.rakuten.co.jp/my/MzQ2MjE4M2JkOWIxMmQxYw__/1.0.0.1/,30代 女性,実用品・普段使い,自分用,はじめて,ドライヘアだけど,いろいろとオーガニック系のシャンプーを使っていたけど、必ず髪がぱさぱさになってました。これに変えてからしっとりしてとてもいいです。
2020-02-17,5,"""ゆちゃ753さん"" ",https://review.rakuten.co.jp/my/NWI5ZGFhNzFkODdmMzQxNA__/1.0.0.1/,30代 女性,実用品・普段使い,自分用,はじめて,"
","産後の抜け毛予防に購入しました。　

今回はじめての購入でしたが、これまで3人産んで今回が一番抜け毛が少ない様な気がします。　

他にもこの手のシャンプーを使ってきたのですが、使用感は良くてもしっとりしすぎてトップがぺたんとしやすかったのですがこのシャンプーは細い私の髪でもトップがぺったりせず立ち上がります。乾燥して髪にボリュームが出ているわけではなく、触ればしっとりしているのにドライヤーで乾かすとふんわりしてくれるのでリピートしようと思っています。嫌な匂いではないですが、匂いにこだわりがある人には向いてないかな、、ただそれ以上に効果があるので個人的にはオススメなシャンプーです。"
2020-02-14,5,"""いちごちゃん1652さん"" ",https://review.rakuten.co.jp/my/NWQ3YzQ2ODAyYjVmNTk_/1.0.0.1/,30代 女性,"
","
","
",とても良いかんじです！,産後のために、買いました！産前に一度使ってみましたが、髪の毛にコシが出た気がします！産後に使ってみるのが楽しみです、自然の成分で、美容師さんにもおすすめされました！
2020-02-13,5,"""ぱたぱた　ママ　さん"" ",https://review.rakuten.co.jp/my/ZTdiMGJlY2I2NDM1/1.0.0.1/,50代 女性,実用品・普段使い,自分用,はじめて,"
",ハーブの自然な香りもよく、洗い上がりもすっきりとして気持ちが良いです。抜け毛が改善されるまでには少し時間がかかると思いますので、しばらくは続けてみようと思っています。
2020-02-12,5,"""ゆきりん6560さん"" ",https://review.rakuten.co.jp/my/MjQ4ZjQ0MGJkZjIwM2MxMg__/1.0.0.1/,50代 女性,"
","
","
",髪サラサラ！！,"髪の毛が傷んで来て、パサパサだったので、このシャンプートリートメントが評価良かったので、使ってみました！まず少しの量で泡立ちが凄くて、ノンシリコンとは思えないシャンプーです(*^^*)そしてドライヤーした後、髪の毛がサラサラなんです( ・∇・)！　

これは、もうリピ決定です！"
2020-02-09,5,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,"
",髪も潤い、汚れもとれているようでとっても気に入りました！リピします。
2020-02-08,4,"ゲストさん"" ","
","
","
","
","
","
",抜け毛対策に購入しました。シャンプーの泡立ちが良いです。
2020-02-02,4,"ゲストさん"" ","
","
","
","
","
",抜け毛が減ったかも,"抜け毛、頭皮の臭いが悩みでした。　

色々なシャンプーを試したけど効果はなく。　

シンスボーテを使って5日ほど経ちましたが、抜け毛が減ったように思います。　

臭いに関してはまだ実感できていないので続いて使っていきます。"
2020-02-01,5,"""みぃた0726さん"" ",https://review.rakuten.co.jp/my/MzBhOTQ1NWY5ZWE2MzIxYg__/1.0.0.1/,50代 女性,実用品・普段使い,自分用,はじめて,天然アロマに癒されます！,天然のアロマの香りが大好きで、オーガニックのヘアケアを色々試してきました。オーガニックをうたっているものでもジメチコンなど入っているものがほとんどですが、シンスボーテはそれらが入っていません。そして何より天然アロマの良い香りに毎日癒されてます。単品で買うと少しお高いですが、セットで買うとお得です。もう他のものは使えないです。抜け毛も少し減ったような気がします。是非アフターバストリートメントも作って頂きたいです！
2020-02-01,5,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,優しい洗い上がりです,"髪がきしむこともなく、優しい洗い上がりで気に入りました。　

自然な香りも自分好みで良かったです。　

しばらく使い続けてみようと思います。"
2020-01-26,5,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,とても気に入ってます！,こんなに目に見えて髪質が変わるシャンプートリートメントがあるんだと驚きました。カラーリングや紫外線で髪が傷みやすいのでオイルで整えていましたが、こちらを使用してからは傷みがなくなり、髪が伸びるのが早くなったのにはびっくり。オイルを使わなくてもサラサラです。こちらを使用してからは髪を洗うのが楽しみになりました。
2020-01-25,4,"ゲストさん"" ","
","
","
","
","
","
","泡立ちがよく、ラベンダーの自然な香りが心地よい商品でした。　

髪質の変化はあまり感じられませんでした。"
2020-01-18,4,"""MOCO丸さん"" ",https://review.rakuten.co.jp/my/NGEzYmFhOWVlZWI1M2MxNw__/1.0.0.1/,30代 女性,実用品・普段使い,自分用,はじめて,頭皮ケアにいい！,"ずっと使っていたオーガニックシャンプーよりも、泡立ちが良く、優しい洗い心地でした！市販の洗い上がりのヌルヌル感が苦手で、むしろ石鹸シャンプーのキシキシ感が好きなんですが、こちらのシャンプーは、その中間というところかなと。洗い上がりのヌルヌル感があまり気にならず、しっとりした感じになります。髪のまとまり具合も全然違いますし、香りも好きです！　

あと、頭皮が臭っていたのですが、このシャンプーを使うと臭いが落ち着いてきました。頭皮の臭いは、シャンプーを替えてすぐ効果が出るものではないので、しばらく使ってみようと思います！"
2020-01-17,4,"""桜咲く３１２さん"" ",https://review.rakuten.co.jp/my/ZTg1MTMxZGFjZDVjYWYxMA__/1.0.0.1/,50代 女性,実用品・普段使い,自分用,はじめて,"
","抜け毛・うねりが気になり何か良い物はないかと探していて、こちらのレビューを見て購入しました。　

昨日届き早速使ってみました。　

香り、洗い心地はとても良いです。　

髪を乾かしたら艶やかな感じがしました。　

抜け毛などの効果は、まだまだ分かりませんが1回の使用でサラサラ感とツヤツヤ感が実感出来たので満足です！　

なくなったらリピしようと思ってます！！"
2020-01-17,3,"""あっちん5457さん"" ",https://review.rakuten.co.jp/my/MjRmMWMxYjc0YjdjYmMxMA__/1.0.0.1/,40代 女性,実用品・普段使い,自分用,はじめて,"
",泡立ちが良い。硬い髪がやわらかくなります。香りは弱くハーブのような香りです。使い続けるにはちょっとお高いかなと思いました。
2020-01-16,5,"""よしりん4433さん"" ",https://review.rakuten.co.jp/my/YzQ2MDY3Mzk0NjY4MzkxOA__/1.0.0.1/,50代 女性,実用品・普段使い,自分用,はじめて,口コミ！,を見て…。丁度 シャンプーを探していてこちらを見付けました！洗っている時の香りは 少し苦手な香りでした！でも 乾かして サラサラ また軽い感じでした。明くる日も 明らかにいつもと違いました。少し続けようと思います。
2020-01-15,5,"""さくらもち335さん"" ",https://review.rakuten.co.jp/my/ZDdjMjhmNjMwMjk4NjExNQ__/1.0.0.1/,30代 女性,実用品・普段使い,自分用,はじめて,リピします！,"シャンプー難民になっていたところ、なんとなくで購入してみましたが、香りも使いごこちもよく、とても気に入りました^_^　

コスパもいいのでリピ決定です！"
2020-01-14,5,"ゲストさん"" ","
","
",実用品・普段使い,自分用,リピート,リピートです,"産後の抜け毛や白髪に悩んでいた時に初めて購入しました。そしてリピート購入です。　

抜け毛についてはだいぶ減りました。洗いあがりもきしむことなくさっぱりできます。洗う時も私にとってはハーブの心地よい香りなので、しっかり洗おう！という気持ちになります。"
2020-01-12,5,"""ここきょんさん"" ",https://review.rakuten.co.jp/my/OWFjZmJiNWJlZDRmNmU_/1.0.0.1/,30代 女性,実用品・普段使い,自分用,はじめて,さらさらになりました。,"シャンプーとリンスセットで購入。　

ごわついていた髪が3回目で手触り滑らかでさらさらになりました。　

続けて使い続けようと思います。"
2020-01-10,4,"""大仏さちぷーさん"" ",https://review.rakuten.co.jp/my/OTRkNTJmYjMzMDdmOGYxMQ__/1.0.0.1/,30代 女性,実用品・普段使い,自分用,はじめて,"
","口コミをみて気になってパッケージも可愛かったから購入してみようかと…　

40歳を手前に、髪の毛のボリューム、ハリ、コシなど、白髪など気になることが多くて、良さげだなぁっと思い、期待も込めつつ使用したいです。　

届いてさっそく使ってみましたが、シャンプーの泡立ちはすごくて気持ち良かったです。　

香りは精油どくとくの香りでした。　

ボリュームのある髪の毛になるといいなぁ。"
2020-01-09,5,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,サラツヤ(^^),洗った後の ツヤ感が 凄く気に入りました。また、リピしたいと思います。
2020-01-09,4,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,泡立ち良いです,まだシャンプーしか使ってませんが、泡立ちが良くて香りもとてもいいです。敏感肌ですが、市販のと比べて頭皮が痒くなりにくい感じがします。
2020-01-03,5,"""まぉふぅさん"" ",https://review.rakuten.co.jp/my/ZWE2NjkxZWVmNjU0/1.0.0.1/,30代 女性,実用品・普段使い,家族へ,リピート,リピート,"今回リピートです　

シャンプーだけでサラサラします&amp;#8252;　

香りもアロマの良い香りがして　

私には良い香りです☆"
2020-01-01,5,"""ハミルン803さん"" ",https://review.rakuten.co.jp/my/MGI0MzU2NjUzOTc2ODAxYQ__/1.0.0.1/,40代 女性,実用品・普段使い,自分用,はじめて,ハーブの香り,"四十代半ばで、頭皮の臭いが気になり始め 朝シャンプーしていましたところ 何となく生え際の毛量が減り始めた感覚がありました。　

皮膚科で治療も考えましたが それまで深刻ではないと考え ケアの第一歩としてこちらの商品を購入してみました。　

ノンシリコンなのにきしまず トリートメントはほんのり木の香りがして天然素材を肌で感じられます。　

なんと言っても 夜入浴時にシャンプードライヤーしたまま 翌日も頭皮の臭いがしなくなりました！"
2019-12-23,5,"""ginger dryさん"" ",https://review.rakuten.co.jp/my/ZTZiMzRmNGM4YWM2MzYxYw__/1.0.0.1/,30代 女性,実用品・普段使い,自分用,はじめて,香りが優しい,"ドラッグストアなどで売っているものは香りがキツく、具合が悪くなってしまうので自然な香りのものを探していました。　

実際に使ってみると香りがキツ過ぎず、残り香もアウトバストリートメントと喧嘩せずとてもよいです！　

泡立ちもよく、コンディショナーも濃厚なので垂れることなく使い心地もよいです。"
2019-12-22,4,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,さらさらに♪,"頭皮もスッキリして、髪の毛もさらさらツルツルに♪　

敏感肌ですが、妊娠中の今のところは頭皮や身体の痒みも出ず、シャンプーの泡立ちが凄くいいのもポイント高いです☆　

まだシャンプーもトリートメントも1本目の使用途中ですが、少し寝癖がつきやすい気も…？　

ノンシリコンだからかな？　

そこはもう少し使って様子見です。。　

使用感に厳しい主人からも初めてOKが出たので夫婦でこのシャンプーに切り替えようと思いましたが、割引価格販売がシャンプー&amp;トリートメントのセットしかないので、シャンプー2本セットでも割引価格販売して欲しいなと思います！！(＞人＜;)　

主人はトリートメントしないので、トリートメントばかり溜まっても困るので。。　

1本ずつの価格も下がれば言う事ないです☆★"
