,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
日付,評価,名前,プロフィールURL,年代・性別,使い道,使う人,購入した回数,レビューのタイトル,レビューの本文
2014-10-02,5,"""うるわし麗子さん"" ",https://review.rakuten.co.jp/my/MDg1MmJmNTcwYzBiMjExZA__/1.0.0.1/,30代 女性,実用品・普段使い,自分用,はじめて,汚れもよく落ちる,"注文番号：287253-20140919-0943444235　

量も多く、たっぷり使える。　

泡立ちも良く、洗いやすい。　

流す時も、スッキリと洗いあがる。　

シャンプーは少量でもよく泡立つが、リンスはたっぷり使わないと髪全体にリンスが行き渡らない。　

髪の量が多いからかな？？"
2014-09-29,4,"""ringhio4686さん"" ",https://review.rakuten.co.jp/my/OGY5ZGU5ODZhMTQ1OWU_/1.0.0.1/,30代 男性,"
","
","
",いい石鹸です。,"妻の要望で買いました。　

商品も早く届いてよかったです。"
2014-09-25,5,"""miuppe2370さん"" ",https://review.rakuten.co.jp/my/ZDNhMDAxZjJiYjYw/1.0.0.1/,40代 女性,実用品・普段使い,自分用,はじめて,髪や地肌に良さそう,"シャンプーもリンスも一般のものとは違い、水のようです。　

洗っている時はきしむ感じがあります。ボトルに記載の説明書きによると使い始めはそうなるみたいなので、しばらく様子をみてみます。　

無添加で髪や地肌に良さそうなので期待を込めて★5に"
2014-09-10,4,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,思っていたよりも,"通っているアレルギー内科の先生のお薦めで取り寄せしてみました。　

泡立たないと聞いてましたが、思ったよりも泡立ちます。　

皮膚が弱いので良ければこのまま使い続けたいです。"
2014-09-09,4,"ゲストさん"" ","
","
","
","
","
","
","無添加という名前の魅力で購入しました。　

思ったより使いやすいです。"
2014-09-05,2,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,私の髪にはあわない,数ヶ月使いましたが、まったくきしみがとれません。最初よりきしんできてる気がして…違うシャンプーに変えようかとおもってます。
2014-08-29,5,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,"
",これまで洗顔に無添加せっけんを使用して炎症＆パサパサが改善したので、この度初めてこちらのシャンプーを使ってみましたが頭皮への負担がないのがよくわかります。高級スカルプシャンプーもういりません。
2014-08-28,5,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,"
","ちょうど使っていたシャンプーの成分に疑問をもち、こちらのシャンプーに変えさせて頂きました。　

僕には合っているようでこれからも使わせて頂きたいと思います"
2014-08-24,4,"""ちはる4067さん"" ",https://review.rakuten.co.jp/my/YWRjYzg3ZDViNDgwMjcxYw__/1.0.0.1/,30代 女性,実用品・普段使い,自分用,はじめて,まだ使用して１週間,"まだ、使用して間もないですがきしみは、気にならなくなりました。　

シャンプーがかなり水っぽいので気をつけないと飛んでしまいます・・　

髪にいいかどうかは、まだわかりませんがとりあえず使い切ってみます。　

おまけの黒豆茶は美味しくて嬉しかったですね。"
2014-08-17,1,"""hime3970さん"" ",https://review.rakuten.co.jp/my/YzEyOTJiM2E0NzI5NGExZQ__/1.0.0.1/,40代 女性,実用品・普段使い,自分用,はじめて,m(__)m,"私には合わなかったです。　

シャンプーもリンスも頭皮がヒリヒリして　

洗ってる場合じゃないです。　

1週間試しましたが　

全然ダメなので捨てましたm(__)m"
2014-08-06,4,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,しばらく様子見です。,"注文番号：287253-20140525-0188084126　

レビューが遅くなってすみません。今までのシャンプーが残っていたのがやっとなくなり、石鹸シャンプーに変えて3日経ちました。シャンプーは思っていたより泡立ちましたが洗い流した時のキュッとした感じにびっくりしました。リンスを使うとましになりました。ちょっと髪の毛がべたつく感じがありますが慣れたら猫っ毛の髪質が変わるかなと期待しています。"
2014-08-03,5,"""ttcaさん"" ",https://review.rakuten.co.jp/my/OTE1OGQ3M2UxMzFi/1.0.0.1/,30代 男性,実用品・普段使い,自分用,はじめて,予想以上に良い,詰め替え用を買う時に送料の問題があるからどうしようかなと思って、近所の店で探しているけど固形石鹸ぐらいしかないのが、問題ぐらい。
2014-07-17,3,"ゲストさん"" ","
","
",実用品・普段使い,家族へ,はじめて,健康な髪へ,"ニオイがちょっと好きではありません(シャボン玉石けんさんはみんな同じニオイがします)が無香料なので仕方ないですかね。コレに慣れると他のシャンプーの香りがキツく感じます。　

また、泡立ちがあまりよくなく、つい使用量が増えてしまうのと、シャンプーもリンスも水っぽいので扱いづらいですね。　

 　

[2週間使用後]　

やはりパサパサしますね。半年使用し続けないとわからないと言いますがどうでしょうか？　

また、嫁が産後、シャンプーの際の抜け毛が多くなったと気にしていて、色々とシャンプーを変えても効果はなかったのですが、コレにしたら抜け毛が減った！と喜んでます。　

私もシャンプーのときの抜け毛は昔から多かったのですが、コレにしたら減りました。　

  　

[1か月使用後]　

カラーリングしているので少々傷んでいるせいか、やはりパサつきますね。　

最近、子供の頭から酸っぱいにおいが…嫁さんも同じなので多分自分もそうなんでしょうけど、リンス中にある酸の匂いですかね？よく分かりません。　

 　

1ヵ月経ち、家族で使用しているとそろそろなくなりそうなのですが、元々の匂いが好きじゃないし、酸っぱいニオイがし始めたのでエスケーに変更することになりました。　

エスケーは泡立ちがよく、ニオイもいいですし、コンディショナーっぽい成分が入っているのでカラーリングとかしている髪にはエスケーのがいいかもしれません。"
2014-07-11,4,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,"
",使い心地が良いです。続けて使ってみたい。
2014-07-09,4,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,いいです！,やはり、すこしキシキシ感はありますが、髪に良いのならなれるまで頑張ろうと思います！
2014-07-07,5,"""pekochan9687さん"" ",https://review.rakuten.co.jp/my/N2E4OGUyMzg4OWZkMTc_/1.0.0.1/,40代 女性,実用品・普段使い,家族へ,はじめて,"
","七歳の長男が乾燥肌で痒がります。　

頭は掻きませんが、やはり体にいいものをと　

考えておりました。　

私も子供のころ乾燥肌で悩み、母がシャボン玉の石けんを　

使わせてくれてたのを思い出しました。　

懐かしく、購入いたしました。　

使用してみると、長男も気に入ったようで　

喜んでおります。　

詰め替えを頼みました。　

よろしくおねがいいたします。"
2014-07-05,4,"ゲストさん"" ","
","
",実用品・普段使い,家族へ,はじめて,まだ頼んだばかりですが…,子供と兼用して使える安心なものを探していて、皆様のレビューの良さと送料無料に惹かれましてこちらを購入させていただきました。これから使ってみないとわかりませんが使うのがとても楽しみなので期待を込めて★４つです☆彡
2014-07-02,4,"""ちびろさん"" ",https://review.rakuten.co.jp/my/YzYyZmM1NTMzYg__/1.0.0.1/,40代 女性,実用品・普段使い,自分用,はじめて,"
",添加物がだんだん苦手になっていたときに、知り合いに教えてもらいました。送料無料のお試しがあって良かったです。最初はさすがにきしみもありましたが、これも次第に慣れて来るでしょう。使い切った頃に結果が出るといいなと思います。
2014-06-28,5,"ゲストさん"" ","
","
",実用品・普段使い,子供へ,はじめて,気持ちいいようです！,アトピー体質の子供用に購入。肌に合うか不安でしたが、気持ちいい~! これからもずっとこれがいい!と言っていました。今まで、様々なメーカーの無添加ものを試しましたが、やっと巡りあったと言う感じです。髪質が目に見えてよくなりました。迅速な発送、助かりました。
2014-06-25,5,"""☆TOKUSANさん"" ",https://review.rakuten.co.jp/my/OTMxMmU2NDllMzY2/1.0.0.1/,50代 男性,"
","
","
",良いです。,いつも、ミノンシャンプーを使っていますが、こちらも良いようです。
2014-06-24,5,"ゲストさん"" ","
","
",実用品・普段使い,子供へ,はじめて,"
",現在は赤ちゃんにベビーシャンプー使ってますが、なくなったら無添加のものを使用しようと思い同じ無添加でも入っている原材料も必要最低限のような気がしたのでシャボン玉石けんにしました。現在のものがなくなり次第さっそく使ってみたいと思います。
2014-06-20,4,"""ｎｅｏｃｈａｎさん"" ",https://review.rakuten.co.jp/my/MGVlNmVlNzQ5YTk0MmExMA__/1.0.0.1/,40代 女性,実用品・普段使い,家族へ,はじめて,"
","市販のシャンプーがあわず、シャンプーをいろいろ試しています。　

無添加のものは値段も高いものが多いのですが、　

今回お試し送料無料とのことで、石鹸シャンプーためしてみます。　

届くのが楽しみです。"
2014-06-15,5,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,使い心地が良いです。,シャンプーとリンスの購入でしたか、シャンプーは思っていたよりも泡立ちが良く、充分満足で、リンスはきすむのを取るのに、とても効果的でした、使い続けようと思います。
2014-06-11,4,"ゲストさん"" ","
","
",実用品・普段使い,親戚へ,はじめて,"
",２歳になる男の子へあげるために購入しました。女の子と違いにおいと油っぽさが気になるとのことで、レビューを見てこちらのシャンプーとリンスを選びました。泡立ちよく、さっぱりとした仕上がりでリンスはまだ小さいのでいらなかったとのこと。無添加で安全だしにおいも気にならなくなったと言っていました。
2014-06-11,4,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,ありがとうございました,迅速丁寧な対応ありがとうございました。いつも使っている商品なのでまた利用したいと思います。
2014-06-10,4,"ゲストさん"" ","
","
",実用品・普段使い,家族へ,はじめて,安心,"今迄は、4,000円弱のシャンプーを使ってましたが、リンスが付いてこの価格は格安です。"
2014-06-09,2,"""春姫（あつき）さん"" ",https://review.rakuten.co.jp/my/N2UzYmRkYTI4ZjRlMTc_/1.0.0.1/,20代 女性,実用品・普段使い,子供へ,はじめて,"
",シャボン玉石鹸が好きで肌の感じがいいので、きっとシャンプーとかもいいのかも♪と子供に使おうと思って購入しましたが、、、シャンプーはいいとして、リンスはなに？？水？？って感じです^_^;水っぽくて大量に出さないと髪全体に染み渡らないし、洗い流したらキシキシのゴアゴア・・・↓3歳の子供のキレイな髪なのになんでこんなに汚いの？ってくらいゴアゴアで、次の日起きてきたら、髪にスプレーして直るどころではありません・・・もともと、市販のシャンプーの成分などが好きではないので、ナノサプリさんとかのシャンプー使ってたりするのでその洗い上がりの違いなのかもしれませんが・・・もうリピはないです。普通に高いし・・・シャボン玉石鹸だけずっと使います↓
2014-06-08,4,"ゲストさん"" ","
","
","
","
","
",気持ちいい,地肌への優しさが感じられる、大好きな商品です。
2014-06-06,4,"ゲストさん"" ","
","
","
","
","
","
","すぐ届き、早速使ってみました。　

もうすぐ３歳になる娘用に購入したのですが、一緒に自分も使ってみました。　

シャンプーはかなりきしみますが、リンスをするとさらさらです。　

娘のくせ毛も少し柔らかくなり、さらっとしました。　

当分続けてみようと思います。"
2014-06-05,3,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,"
",よく分からないけど、無添加がいいらしいので買ってみました。市販の奴よりはいいのかな
2014-05-29,4,"""miyu31031さん"" ",https://review.rakuten.co.jp/my/OTQ4YjY5ODA3NDYy/1.0.0.1/,30代 女性,実用品・普段使い,家族へ,はじめて,娘がｱﾄﾋﾟｰなので。,シャンプーだけだときしみますが、リンスをするときしみがマシになります。安心してつかえるので良いと思います。
2014-05-26,3,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,"
",みなさんのレビュー通りでした。かなりきしみますが頭皮にいいのを信じて使用してみます。
2014-05-14,3,"""afro_maniaさん"" ",https://review.rakuten.co.jp/my/ODI5MDc5ZjRlNjUw/1.0.0.1/,30代 女性,"
","
","
","
","今まで使っていたノンリンスタイプの商品より安いので購入しました。　

ショートカットですが、自然派の商品は寝癖が付きにくいので気に入っています。　

シャンプーだけだとキシキシしますが、リンスして乾かすとちょうど良いかな。　

無添加だと粘土みたいな香りがすることがありますが、こちらの商品はそういったことがなく気持ちよく使えます。"
2014-05-11,5,"ゲストさん"" ","
","
",実用品・普段使い,子供へ,はじめて,"
",商品到着も早くとても丁寧な対応でした。あんなに痒がっていた娘がこれを使い痒みがおさまりました。リピ決定です
2014-05-09,5,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,お試し,"知り合いに勧められて購入しました。　

髪が健康になることを期待しています。"
2014-05-04,5,"ゲストさん"" ","
","
","
","
","
","
",お試し品を使って良かったので、ボトルで購入しました。セットで安く、しかもすぐに届いたので助かりました！
2014-05-01,5,"ゲストさん"" ","
","
",実用品・普段使い,子供へ,はじめて,"
","5歳の娘が、髪をのばしだしたため よいリンスを探していました。　

アトピーがあるため、こちらにしました。髪、さらさら！ありがとうございました。"
2014-04-26,5,"""ときめくおっさん！さん"" ",https://review.rakuten.co.jp/my/MzM5M2FlZDg0NjdlMzQxMQ__/1.0.0.1/,30代 男性,実用品・普段使い,自分用,はじめて,トニック系シャンプーからの変更,"本日商品到着しました！早速使ってみました。　

若干のきしみはありますが、泡切れがよくて洗い上がりも満足しています！　

リンスはシャンプーの3倍位使います、、、減りが早いでしょう！でもお湯でといて髪にかければ少しですむので使い方しだいですねｗ　

とりあえず3ヶ月分？6本購入したのでなくなるまで使ってよければリピートします。　

あとごぼう茶がおまけで付いてきました＾＾けっこううまかったです。"
2014-04-13,5,"ゲストさん"" ","
","
",実用品・普段使い,子供へ,はじめて,子ども用に購入です！,ずっとベビーソープで体と髪を洗っていましたが、2歳を過ぎて髪が伸びてきたため、無添加の物を探して購入しました。安心して使えるので、ありがたいです。
2014-04-08,4,"""ひよこ6523さん"" ",https://review.rakuten.co.jp/my/M2I3ZWI2YzBmOGFkM2QxNw__/1.0.0.1/,20代 女性,実用品・普段使い,子供へ,はじめて,早い！,"注文してからすぐにメールをいただき、きちんと翌日には届いてました。早速二歳の娘に使いました！シャンプーはたしかにゴワゴワなるんですが、ノンシリコンだから仕方ないのかな〜、、リンスを使うとツルツルになるし、いいです！ただ、二つとも水っぽいのが気になりました。　

お茶のおまけ、ありがとうございました(^^)"
2014-04-08,5,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,良かったです,届いて早速、使いました(^^)対応も良く安心しまさかた♪使用し続けて肌に合えば、リピしたいです！
2014-04-08,4,"ゲストさん"" ","
","
",実用品・普段使い,家族へ,はじめて,娘に。,"肌の弱い娘に購入してみました。　

使った感想は、シャンプーだけだとギシギシ感が強いです。　

リンスを使用すると大丈夫らしいので、　

これからも使い続けてみようと思います。"
2014-04-05,4,"""じじじじ1405さん"" ",https://review.rakuten.co.jp/my/MWZlNDA0Yzc2OTNmMzAxMw__/1.0.0.1/,40代 女性,実用品・普段使い,自分用,はじめて,やっぱりいいですね,昔つかってたけど いつのまにかやめてしまって。やっぱり無添加がいいなと思って購入しました。容器がかわってちいちゃくなった気がしますが・・・シャンプーが水のような感じなので使うときにちょっと大変です。使い始めなのでまだ髪がきしんでいますが、なれてくればいい感じになるのかな〜って思ってます
2014-04-05,4,"ゲストさん"" ","
","
","
","
","
",シャボン玉石けんシャンプーリンス,初めて使うときは、髪がきしんだようにおもいますが、徐々に、なれてきて、次の日の朝のセットがしやすくなります。毛が、やわらかいほうなんですが、コシがでるというか、ハリが出たように思います、
2014-04-03,4,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,"
","使い始めて2週間が経ちました。　

凄くきしみます。まだきしみます。　

ですが、頭皮のかゆみや出来物はなくなりました。　

泡立ちは良く、すぐにすすげます。　

リンスを使えばサラサラになるので、　

しばらく様子を見たいと思います。"
2014-04-03,3,"ゲストさん"" ","
","
",実用品・普段使い,子供へ,はじめて,アトピー体質の子供用に,"シャンプーは思ったより泡立ちが良かったです。　

リンスが少し物足りませんでした。"
2014-04-02,5,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,無添加のシャンプー,以前から、こちらの無添加のシャンプーを利用しています。ゴワゴワする感じもないので、これからも使用したいと思います。
2014-03-27,5,"ゲストさん"" ","
","
",実用品・普段使い,子供へ,はじめて,子供に。,"洗った直後は少しきしみますが、子供たちの髪はショートなので絡まることなく使用できています。　

乾かした後はサラサラです。　

私も使ってみましたが、髪が傷んでいるからか絡まりが酷く、大量にリンスを使ってしまったので今は子供だけが使用しています。"
2014-03-24,5,"ゲストさん"" ","
","
",実用品・普段使い,自分用,"
","
","最初に使用した時は、キシキシした感じになったので驚きました、けれども使い続けていると、髪がサラサラになりました。　

香りなどもありません。無駄なものがはいっていないのはいいと思います。　

普通のシャンプーに比べて確かに高価ですが、その価値はあると思います。"
2014-03-15,4,"""a1198さん"" ",https://review.rakuten.co.jp/my/YmUwMjI5YWZiNjNkNGQ_/1.0.0.1/,30代 男性,"
","
","
",キレイで,配送もはやくて良かったです。また買いたいです。
2014-03-14,5,"""pirikafujiさん"" ",https://review.rakuten.co.jp/my/NTdiYmU0M2NmMTE4/1.0.0.1/,40代 男性,"
","
","
","
","フケを気にしていて調べると無添加の物がいいと書いてありこの商品を買ってみました。　

確かにシャンプーを使うとキシミを感じますがリンスで治ります。　

フケも減ったようなので、続けて使ってみようと思います"
2014-03-07,4,"ゲストさん"" ","
","
",実用品・普段使い,家族へ,はじめて,いい感じ！,シャンプーの後がかなりギシギシになりますが、リンスをしてドライヤーで乾かすと、ツヤツヤのサラサラになりました。とても気に入りました。
2014-03-07,4,"ゲストさん"" ","
","
",実用品・普段使い,自分用,"
",さっぱり,"最近  頭皮の痒みがあったのですが、ましになりました。　

このまま、痒くなくなったらよいな"
2014-03-07,5,"ゲストさん"" ","
","
","
","
","
","
",「買ってはいけない」シリーズの本で、このシャンプーは合格でした。以前もチャレンジしたことがありますが、合成シャンプーから石けんシャンプーに移行した時のキシキシ感に耐え切れず元の合成界面活性剤入りのシャンプーに戻ってしまいました。今度こそ移行期間耐えきり、自然にも地肌にもやさしいこのシャンプーの愛用者となりたいものです。
2014-03-01,5,"ゲストさん"" ","
","
",実用品・普段使い,家族へ,はじめて,"
","3歳の子供が、シャンプーのたびに「痒い」と泣くので、石鹸シャンプーに変えてみました。初めての使用時から効果てきめんで、痒がらなくなりました。全く泣かないのでびっくり。　

私自身は、くせ毛を落ちつかせるためにセット時ひまわりオイルを愛用しているので、石鹸だとどうかな？とおもいましたが、リンスを併用するとベタつきもきしみもなく、さっぱり洗えました。"
2014-02-28,5,"ゲストさん"" ","
","
",実用品・普段使い,子供へ,はじめて,とっても良いです！！,"子供にと思い購入しました！　

迅速な対応と、手書きのお手紙、とってもよかったです！！　

もちろん、商品も体に良さそうでやさしい感じがします！　

また終わったら購入したいと思います。"
2014-02-26,5,"ゲストさん"" ","
","
",実用品・普段使い,家族へ,はじめて,"
",子供用に購入しました。他の方のレビューにもあったように、シャンプーだけではきしみますがリンスもあれば大丈夫です。洗い上がりはスッキリする気がします。
2014-02-26,4,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,"
","頭皮がかぶれて痒くなり、皮膚科を受診したところ、シャンプーの使用を止め、石鹸で洗うように言われたので購入してみました。　

使い続けるうちに痒みが止まるかどうか、これから楽しみです。"
2014-02-25,3,"""ちゅいららヴぁさん"" ",https://review.rakuten.co.jp/my/NGViMDc2MjAyNmI1NGExMQ__/1.0.0.1/,30代 女性,実用品・普段使い,自分用,はじめて,"
",水みたいだけどうんとさっぱり洗える。でもごわつくけど無添加だからしょうがないよ。私は一日おきに他のシャンプーと交代でつかうよ。だってこれだけだとごわごわのおばはんになっちゃうもん。女は髪が命だからね★でも健康も損ないたくないよね★目に見えないけど、きっと市販の強いのより体にはいいと思うよ。経皮毒あるからね、私皮膚弱いし婦人科系弱いし、。
2014-02-22,5,"ゲストさん"" ","
","
",実用品・普段使い,子供へ,はじめて,(*^^*),子供用に購入しました(^^)発送が早くて助かりました!!!おまけのごぼう茶も手書きのクーポン付メッセージも嬉しかったです(*^^*)また利用させて頂きます(*^ｰﾟ)
2014-02-20,5,"""gardenrose06さん"" ",https://review.rakuten.co.jp/my/MWZkOWE0YWYxZDYxNWM_/1.0.0.1/,40代 女性,実用品・普段使い,子供へ,はじめて,リピします,"シャンプー・リンスを１本ずつ使い終わるころ、頭皮湿疹の娘があまりかゆがらなくなっていることに気づきました。皮膚科でもらっているローションも塗らずにいる日もあります。　

今日、リピ注文しました！"
2014-02-07,5,"ゲストさん"" ","
","
",実用品・普段使い,家族へ,はじめて,"
","シャボン玉のハンドソープは、手荒れがなく安心して使えました。ハンドソープ以外、シャンプー等もシャボン玉に切り替えようと思って購入しました。　

使用時の髪へのキシミ感はないです。良さそうです。"
2014-01-26,4,"ゲストさん"" ","
","
",実用品・普段使い,家族へ,はじめて,無添加最高,肌に優しい無添加だから子供から年寄りまで安心して使えるから良いかな、値段もいいがね。
2014-01-22,5,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,☆☆☆☆☆,"普通のシャンプーよりはきしみますが、　

石鹸だから水切れも良く、きしみも　

リンスを使えば全然大丈夫です。　

手にとった感じは、水みたいですが　

結構泡立ちも良いですね。　

ずっと使ってると、きしみも無くなるし　

頭皮に良いので逆に髪もさらさらに　

綺麗になって来ると聞きました。　

育毛にも良いんだとか。 　

普通のシャンプーが、どれだけ色々　

体に悪いのが入ってるかが考えさせ　

られますよね。　

これからも使っていきたいと思います。　

送料無料は、ほんと、ありがたいので　

良かったです。　

ありがとうございました。"
2014-01-08,5,"""ともチャン★さん"" ",https://review.rakuten.co.jp/my/ZDQ1OTM5YzAzZjgzMmQ_/1.0.0.1/,20代 女性,"
","
","
","
",肌が弱い子供のために使いはじめましたが今は家族みんなで使っています。安心して使えるのでこれからもずっと使っていきたい商品です(^^)
2014-01-05,5,"""十色°+さん"" ",https://review.rakuten.co.jp/my/YjQ3MGExNmNlNzRmMmUxOA__/1.0.0.1/,20代,実用品・普段使い,自分用,はじめて,安心して使える♪,"お腹の赤ちゃんのために買いました！　

妊娠前から無添加ｼｬﾝﾌﾟｰ&amp;ｺﾝﾃﾞｨｼｮﾅｰは使っていたけど、妊娠してからより身の回りの物の成分を気にするようになり、調べてこちらを購入(*^∀^*)　

(ｼｬﾝﾌﾟｰの毒素だけが体を通ると聞きました)　

初めはﾘﾝｽがめんどくさかったけど、使用しないと髪の毛がﾔﾊﾞｲ事になるので(笑)　

洗面器に少しお湯を入れて、3~4ﾌﾟｯｼｭして髪の毛を浸してます(^^)　

残りは根元にかけて(^^)　

髪の毛乾かせばサラサラ~♪　

赤ちゃんにも安心だし本当に買って良かったです！　

産んでからも使い続けると思います(*^^*)"
2013-12-09,5,"""もっちぃ〜★★★さん"" ",https://review.rakuten.co.jp/my/Y2Y3YzYxOTczODM5M2IxMg__/1.0.0.1/,30代 女性,実用品・普段使い,家族へ,はじめて,現在使用しています♪,"かなりさっぱりした使い心地ですが、使用感に慣れれば問題なく使用できます。　

婦人病を患っており、最近科学物質が良くないと耳にし只今、洗剤からシャンプーまで無添加に切り替え中です。　

お菓子のサプライズありがとうございましたm(__)m　

美味しく頂きました♪"
2013-12-08,4,"""32mini32miniさん"" ",https://review.rakuten.co.jp/my/ZDQzYzIwYmM3OTA1NWU_/1.0.0.1/,30代 女性,実用品・普段使い,自分用,はじめて,無添加で安心,"まだ使っていないので使用感の感想は書けませんが、　

無添加で安くて使ってみたい商品で購入しました。　

使い心地も良ければまたリピートしたいです。"
2013-12-07,5,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,"
",市販の値段より安く買えました。ノンシリコンシャンプーを使うと頭皮にニキビ様なものができてしまっていたのが、このシャンプーを使うと減ってきたような気がします。
2013-11-21,4,"""raum19さん"" ",https://review.rakuten.co.jp/my/MTc2OWNkYjkxOTgwMmY_/1.0.0.1/,40代 男性,実用品・普段使い,自分用,はじめて,しばらく使ってみます,シャンプー時にきしきしする感じはありますが乾かすと思ったより調子よいです。私はリンスを使わなくても充分使えます。頭皮の状態はそれほど変化は感じませんが、まだ日が浅いのでしばらく使ってみようと思います。
2013-11-07,3,"""まぁ2086さん"" ",https://review.rakuten.co.jp/my/YzRjM2U5Yjc5OWRhMzQxYQ__/1.0.0.1/,20代 女性,"
","
","
",う〜ん。,"シャンプーが目に入った時、とても痛いですσ(^_^;)　

私には続けて使うのは難しいかもしれません。。"
2013-11-03,5,"""pipipi4207さん"" ",https://review.rakuten.co.jp/my/YmYzZTAzZTBiNjdl/1.0.0.1/,30代 女性,"
","
","
",無添加,"髪の毛がぎしぎしする感じはあります。　

が、きれいになっている実感はあります。　

抜け毛が少なくなり、乾くのが早くなりました。　

続けて購入しようと思います。"
2013-10-28,4,"""コモチサンさん"" ",https://review.rakuten.co.jp/my/ZWQzNTVkNjRmZTFi/1.0.0.1/,50代 男性,実用品・普段使い,自分用,はじめて,お試しで送料無料でした。,"使い心地というより、メーカーに直接工場見学に行ってきて無添加石鹸の良さがわかっていたので、送料無料での品物を探したところ、ここの店で購入できました、　

使用感もgoodでした。"
2013-10-19,4,"""mabo-chiiさん"" ",https://review.rakuten.co.jp/my/YjZiNmU1ZDhhZjMz/1.0.0.1/,40代 男性,実用品・普段使い,自分用,はじめて,まだ使用していないので…,"お試しなので小さいのかな？と思ったのですが大きいボトルでした^-^　

まだ使用していませんが石鹸なので優しそうなので期待しています。　

お店の方の手書きメッセージ、うれしいですね。"
2013-10-12,4,"ゲストさん"" ","
","
",実用品・普段使い,子供へ,はじめて,ありがとうございました。,まだ、使ってはいませんが、子供達に使いたいと思っています。
2013-10-09,4,"ゲストさん"" ","
","
","
","
","
",シャボン玉,"以前から無添加のシャンプーに興味があり、１度使ってみたいと思っていました。　

購入者さんのレビューと送料無料にも惹かれ購入、髪のトラブルが解消されるといいなぁ〜そしてお茶と飴？ありがとうございました！"
2013-10-07,3,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,どう？,水っぽい感じ、ゆびのあいだから流れ出ちゃう
2013-10-03,3,"""ちびねこ☆さん"" ",https://review.rakuten.co.jp/my/OTBhNmU5YzRmNzk5NzI_/1.0.0.1/,40代 女性,"
","
","
","
","初めて石鹸シャンプーをつかってみました　

髪の毛がちょっとキシキシします　

慣れるまで様子見です"
2013-10-02,5,"ゲストさん"" ","
","
",実用品・普段使い,家族へ,はじめて,いいものです,頭皮トラブルがありこの商品を使ってみようと思います。トラブル解消を期待します。
2013-09-10,4,"""asagi0824さん"" ",https://review.rakuten.co.jp/my/MTY0NmIwYjY5YzE0MzExNg__/1.0.0.1/,30代 女性,実用品・普段使い,自分用,はじめて,昔からある安心商品,"湿疹が頭皮に出てかゆくて、こちらの商品変えたら、よくなりました。　

近所で扱い無くなったので、こちで購入。　

丁度ボトルも変えたかったので、送料無料に惹かれて購入しました。　

リンス有り無しでは雲泥の差。　

ぜひリンスも使用してください！！"
2013-08-28,5,"""森永智代子さん"" ",https://review.rakuten.co.jp/my/MTBmNDY5ZDFiNTJkOGI_/1.0.0.1/,20代 女性,実用品・普段使い,家族へ,はじめて,"
","評判が良かったので購入。　

家族用です。今のところは問題なく使っているようです。"
2013-08-25,4,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,いい感じです,頭が痒くなりいたところ、身体に悪い成分が入っていないというので買わせていただきました。どうなるか楽しみです
2013-08-06,5,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,直ぐに届きました。,"商品も直ぐに届きました、おまけの黒豆茶が凄く美味しかったので注文します！　

ありがとうございます。"
2013-07-28,4,"""デイジー１２３さん"" ",https://review.rakuten.co.jp/my/OGQzYmY2ZWJmMGMwYWI_/1.0.0.1/,30代 女性,実用品・普段使い,子供へ,はじめて,"
","子供のために無添加シャンプーを探しており、評価を見てシャボン玉石けんのシャンプーを購入しました。　

シャンプーはすごく泡立ちがいいのですが、流すとギシギシするのでリンスは必須。せっけんシャンプーなので仕方ないですが。　

まだ使用したばかりなので、これからに期待します。"
2013-06-21,5,"""yuriwwさん"" ",https://review.rakuten.co.jp/my/MTYwZDg5YjM1ZjNhZDA_/1.0.0.1/,40代 女性,実用品・普段使い,自分用,はじめて,"
",使って２週間ほどで髪になじんできました。無添加のシャンプーを探していたので使い続けていこうと思ってます。
